Gene	Chromosome	Strand	Position	Raw DRS read count	pA peak number
AT4G22890	chr4	fwd	12009439	151.8	5th_peak
AT4G22890	chr4	fwd	12009452	23.6	9th_peak
AT4G22890	chr4	fwd	12009463	591.3	2nd_peak
AT4G22890	chr4	fwd	12009477	201	4th_peak
AT4G22890	chr4	fwd	12009490	33.4	8th_peak
AT4G22890	chr4	fwd	12009501	17	10th_peak
AT4G22890	chr4	fwd	12009518	44	7th_peak
AT4G22910	chr4	fwd	12016011	37.5	1st_peak
AT4G22920	chr4	rev	12016589	74.6	1st_peak
AT4G22920	chr4	rev	12016601	26.1	3rd_peak
AT4G22920	chr4	rev	12016608	16.9	6th_peak
AT4G22920	chr4	rev	12016626	10.6	8th_peak
AT4G22920	chr4	rev	12016630	18.8	4th_peak
AT4G22920	chr4	rev	12016668	27	2nd_peak
AT4G22920	chr4	rev	12016690	18	5th_peak
AT4G22920	chr4	rev	12016746	15.6	7th_peak
AT4G22930	chr4	fwd	12021327	21	1st_peak
AT4G22930	chr4	fwd	12021347	18.8	2nd_peak
AT4G22930	chr4	fwd	12021354	12.2	4th_peak
AT4G22930	chr4	fwd	12021394	14.2	3rd_peak
AT4G22990	chr4	rev	12048187	45.1	1st_peak
AT4G23010	chr4	rev	12060133	86.6	3rd_peak
AT4G23010	chr4	rev	12060151	20.9	6th_peak
AT4G23010	chr4	rev	12060161	115	2nd_peak
AT4G23010	chr4	rev	12060169	173.6	1st_peak
AT4G23010	chr4	rev	12060184	65.4	4th_peak
AT4G23010	chr4	rev	12060217	36	5th_peak
AT4G23020	chr4	rev	12066198	14	1st_peak
AT4G23040	chr4	rev	12075546	27.9	1st_peak
AT4G23050	chr4	fwd	12083865	90.3	1st_peak
AT4G23050	chr4	fwd	12083873	19.2	2nd_peak
AT4G23060	chr4	fwd	12090468	13	3rd_peak
AT4G23060	chr4	fwd	12090536	34	1st_peak
AT4G23060	chr4	fwd	12090553	29	2nd_peak
AT4G23100	chr4	rev	12103187	12	4th_peak
AT4G23100	chr4	rev	12103210	1072	1st_peak
AT4G23100	chr4	rev	12103284	11	5th_peak
AT4G23100	chr4	rev	12103302	21.3	2nd_peak
AT4G23100	chr4	rev	12103309	17.7	3rd_peak
AT4G23130	chr4	rev	12117542	10	1st_peak
AT4G23170	chr4	fwd	12136130	26	1st_peak
AT4G23170	chr4	fwd	12136158	17.4	2nd_peak
AT4G23180	chr4	fwd	12140907	33.5	2nd_peak
AT4G23180	chr4	fwd	12140920	88.5	1st_peak
AT4G23190	chr4	rev	12141015	43.8	2nd_peak
AT4G23190	chr4	rev	12141032	69.4	1st_peak
AT4G23260	chr4	rev	12167388	23.4	3rd_peak
AT4G23260	chr4	rev	12167408	38.6	1st_peak
AT4G23260	chr4	rev	12167443	15.6	5th_peak
AT4G23260	chr4	rev	12167452	16.2	4th_peak
AT4G23260	chr4	rev	12167463	31	2nd_peak
AT4G23270	chr4	fwd	12173897	11.1	5th_peak
AT4G23270	chr4	fwd	12173907	44.7	3rd_peak
AT4G23270	chr4	fwd	12173924	47.7	2nd_peak
AT4G23270	chr4	fwd	12173928	77.6	1st_peak
AT4G23270	chr4	fwd	12173938	21.5	4th_peak
AT4G23290	chr4	rev	12177738	11	7th_peak
AT4G23290	chr4	rev	12177782	16.7	6th_peak
AT4G23290	chr4	rev	12177788	29.8	2nd_peak
AT4G23290	chr4	rev	12177794	21.3	4th_peak
AT4G23290	chr4	rev	12177806	27.1	3rd_peak
AT4G23290	chr4	rev	12177825	10	8th_peak
AT4G23290	chr4	rev	12177846	54.3	1st_peak
AT4G23290	chr4	rev	12177853	18.7	5th_peak
AT4G23300	chr4	fwd	12184642	12	4th_peak
AT4G23300	chr4	fwd	12184702	170	1st_peak
AT4G23300	chr4	fwd	12184742	51	2nd_peak
AT4G23300	chr4	fwd	12184754	12.1	3rd_peak
AT4G23330	chr4	fwd	12193528	12	2nd_peak
AT4G23330	chr4	fwd	12194998	42	1st_peak
AT4G23400	chr4	fwd	12222314	33.5	3rd_peak
AT4G23400	chr4	fwd	12222334	238.7	2nd_peak
AT4G23400	chr4	fwd	12222353	14.2	5th_peak
AT4G23400	chr4	fwd	12222368	3690.6	1st_peak
AT4G23400	chr4	fwd	12222383	16.8	4th_peak
AT4G23420	chr4	fwd	12228718	12	1st_peak
AT4G23430	chr4	fwd	12231603	39.9	4th_peak
AT4G23430	chr4	fwd	12231614	130.9	1st_peak
AT4G23430	chr4	fwd	12231633	90	2nd_peak
AT4G23430	chr4	fwd	12231639	37.4	5th_peak
AT4G23430	chr4	fwd	12231644	41.7	3rd_peak
AT4G23450	chr4	rev	12240858	10	2nd_peak
AT4G23450	chr4	rev	12240869	17	1st_peak
AT4G23450	chr4	rev	12240880	10	3rd_peak
AT4G23460	chr4	rev	12243669	38.6	1st_peak
AT4G23460	chr4	rev	12243692	32.2	2nd_peak
AT4G23460	chr4	rev	12243759	24.7	3rd_peak
AT4G23460	chr4	rev	12243763	11.2	4th_peak
AT4G23470	chr4	fwd	12251215	10	7th_peak
AT4G23470	chr4	fwd	12251232	21	4th_peak
AT4G23470	chr4	fwd	12251252	15.9	5th_peak
AT4G23470	chr4	fwd	12251265	55.7	3rd_peak
AT4G23470	chr4	fwd	12251280	207.3	1st_peak
AT4G23470	chr4	fwd	12251299	56.2	2nd_peak
AT4G23470	chr4	fwd	12251304	15.8	6th_peak
AT4G23490	chr4	rev	12251448	11	1st_peak
AT4G23493	chr4	rev	12256203	35	1st_peak
AT4G23496	chr4	rev	12257760	12	1st_peak
AT4G23500	chr4	fwd	12267183	51	1st_peak
AT4G23530	chr4	fwd	12280442	13	4th_peak
AT4G23530	chr4	fwd	12280506	24	3rd_peak
AT4G23530	chr4	fwd	12280560	24.5	2nd_peak
AT4G23530	chr4	fwd	12280856	38	1st_peak
AT4G23540	chr4	rev	12280424	11.4	2nd_peak
AT4G23540	chr4	rev	12280430	11.8	1st_peak
AT4G23570	chr4	fwd	12302659	15.2	3rd_peak
AT4G23570	chr4	fwd	12302678	123.6	1st_peak
AT4G23570	chr4	fwd	12302722	80.7	2nd_peak
AT4G23600	chr4	fwd	12313017	48.5	4th_peak
AT4G23600	chr4	fwd	12313039	85.1	3rd_peak
AT4G23600	chr4	fwd	12313048	26.2	5th_peak
AT4G23600	chr4	fwd	12313061	91.6	2nd_peak
AT4G23600	chr4	fwd	12313078	20.1	6th_peak
AT4G23600	chr4	fwd	12313100	550.9	1st_peak
AT4G23620	chr4	rev	12314759	25	1st_peak
AT4G23630	chr4	fwd	12319697	23	9th_peak
AT4G23630	chr4	fwd	12319732	10	12th_peak
AT4G23630	chr4	fwd	12319743	25.9	8th_peak
AT4G23630	chr4	fwd	12319756	18.9	10th_peak
AT4G23630	chr4	fwd	12319768	250.1	1st_peak
AT4G23630	chr4	fwd	12319802	104.2	5th_peak
AT4G23630	chr4	fwd	12319816	129.9	4th_peak
AT4G23630	chr4	fwd	12319827	190.1	3rd_peak
AT4G23630	chr4	fwd	12319844	248.8	2nd_peak
AT4G23630	chr4	fwd	12319907	62.1	6th_peak
AT4G23630	chr4	fwd	12319922	27.3	7th_peak
AT4G23630	chr4	fwd	12319934	16.2	11th_peak
AT4G23640	chr4	rev	12320219	26.9	1st_peak
AT4G23640	chr4	rev	12320360	15.5	2nd_peak
AT4G23650	chr4	rev	12324765	75.2	3rd_peak
AT4G23650	chr4	rev	12324773	39.8	4th_peak
AT4G23650	chr4	rev	12324790	23.5	5th_peak
AT4G23650	chr4	rev	12324805	20.9	6th_peak
AT4G23650	chr4	rev	12324814	86.2	2nd_peak
AT4G23650	chr4	rev	12324864	10.1	7th_peak
AT4G23650	chr4	rev	12324879	119.2	1st_peak
AT4G23660	chr4	rev	12327749	21.8	1st_peak
AT4G23670	chr4	rev	12332561	37	6th_peak
AT4G23670	chr4	rev	12332578	16.3	8th_peak
AT4G23670	chr4	rev	12332643	18778.6	1st_peak
AT4G23670	chr4	rev	12332666	131.4	4th_peak
AT4G23670	chr4	rev	12332678	24	7th_peak
AT4G23670	chr4	rev	12332697	103.7	5th_peak
AT4G23670	chr4	rev	12332723	15	9th_peak
AT4G23670	chr4	rev	12332749	267.2	3rd_peak
AT4G23670	chr4	rev	12332756	440.7	2nd_peak
AT4G23680	chr4	rev	12336193	302.6	1st_peak
AT4G23680	chr4	rev	12336203	197.9	3rd_peak
AT4G23680	chr4	rev	12336211	123.6	4th_peak
AT4G23680	chr4	rev	12336230	89.5	5th_peak
AT4G23680	chr4	rev	12336246	269	2nd_peak
AT4G23680	chr4	rev	12336267	20	6th_peak
AT4G23690	chr4	rev	12338934	26	3rd_peak
AT4G23690	chr4	rev	12338987	31.6	1st_peak
AT4G23690	chr4	rev	12338992	23.8	4th_peak
AT4G23690	chr4	rev	12339014	26.9	2nd_peak
AT4G23700	chr4	rev	12342424	40	2nd_peak
AT4G23700	chr4	rev	12342429	45	1st_peak
AT4G23710	chr4	fwd	12351466	10.3	10th_peak
AT4G23710	chr4	fwd	12351485	46.8	4th_peak
AT4G23710	chr4	fwd	12351490	42.1	5th_peak
AT4G23710	chr4	fwd	12351506	18.2	7th_peak
AT4G23710	chr4	fwd	12351537	13.4	9th_peak
AT4G23710	chr4	fwd	12351548	24.4	6th_peak
AT4G23710	chr4	fwd	12351562	51.6	3rd_peak
AT4G23710	chr4	fwd	12351578	87	2nd_peak
AT4G23710	chr4	fwd	12351601	130.7	1st_peak
AT4G23710	chr4	fwd	12351623	18.1	8th_peak
AT4G23730	chr4	fwd	12365041	66.6	2nd_peak
AT4G23730	chr4	fwd	12365048	78.6	1st_peak
AT4G23740	chr4	fwd	12369281	14	3rd_peak
AT4G23740	chr4	fwd	12369297	39	2nd_peak
AT4G23740	chr4	fwd	12369319	11.4	4th_peak
AT4G23740	chr4	fwd	12369332	79.9	1st_peak
AT4G23750	chr4	fwd	12377929	15.9	2nd_peak
AT4G23750	chr4	fwd	12377967	31	1st_peak
AT4G23760	chr4	fwd	12383022	79	2nd_peak
AT4G23760	chr4	fwd	12383031	143.6	1st_peak
AT4G23760	chr4	fwd	12383037	15.4	3rd_peak
AT4G23770	chr4	rev	12383314	15.8	2nd_peak
AT4G23770	chr4	rev	12383320	15.4	3rd_peak
AT4G23770	chr4	rev	12383335	32	1st_peak
AT4G23800	chr4	fwd	12392591	11	4th_peak
AT4G23800	chr4	fwd	12392608	25.5	2nd_peak
AT4G23800	chr4	fwd	12392642	74	1st_peak
AT4G23800	chr4	fwd	12392687	20	3rd_peak
AT4G23800	chr4	fwd	12392708	11	5th_peak
AT4G23820	chr4	rev	12397062	414.3	1st_peak
AT4G23820	chr4	rev	12397080	25	2nd_peak
AT4G23840	chr4	fwd	12403386	16	1st_peak
AT4G23850	chr4	rev	12403465	53.1	3rd_peak
AT4G23850	chr4	rev	12403472	77.9	2nd_peak
AT4G23850	chr4	rev	12403522	254	1st_peak
AT4G23850	chr4	rev	12403543	24.1	4th_peak
AT4G23860	chr4	fwd	12411522	13	2nd_peak
AT4G23860	chr4	fwd	12411564	149	1st_peak
AT4G23870	chr4	fwd	12415044	294.5	1st_peak
AT4G23880	chr4	rev	12415677	62.3	1st_peak
AT4G23885	chr4	fwd	12420388	15.6	5th_peak
AT4G23885	chr4	fwd	12420420	27	3rd_peak
AT4G23885	chr4	fwd	12420433	80	2nd_peak
AT4G23885	chr4	fwd	12420454	88.5	1st_peak
AT4G23885	chr4	fwd	12420467	19.2	4th_peak
AT4G23890	chr4	rev	12420417	56	6th_peak
AT4G23890	chr4	rev	12420437	74.3	5th_peak
AT4G23890	chr4	rev	12420451	122.7	4th_peak
AT4G23890	chr4	rev	12420483	347.3	1st_peak
AT4G23890	chr4	rev	12420505	310	2nd_peak
AT4G23890	chr4	rev	12420513	43.9	7th_peak
AT4G23890	chr4	rev	12420525	125.1	3rd_peak
AT4G23895	chr4	fwd	12424246	46	1st_peak
AT4G23895	chr4	fwd	12424340	20	2nd_peak
AT4G23920	chr4	fwd	12433841	29.5	1st_peak
AT4G23980	chr4	fwd	12455004	22.9	1st_peak
AT4G23990	chr4	fwd	12460682	11.8	1st_peak
AT4G24015	chr4	rev	12469747	26.4	1st_peak
AT4G24020	chr4	fwd	12483895	17.7	4th_peak
AT4G24020	chr4	fwd	12483926	45.8	1st_peak
AT4G24020	chr4	fwd	12483988	31	3rd_peak
AT4G24020	chr4	fwd	12484041	41	2nd_peak
AT4G24026	chr4	fwd	12486791	12	3rd_peak
AT4G24026	chr4	fwd	12486801	14	2nd_peak
AT4G24026	chr4	fwd	12486853	36	1st_peak
AT4G24040	chr4	fwd	12491163	14	6th_peak
AT4G24040	chr4	fwd	12491197	25	3rd_peak
AT4G24040	chr4	fwd	12491227	21.3	4th_peak
AT4G24040	chr4	fwd	12491235	16.2	5th_peak
AT4G24040	chr4	fwd	12491245	27	1st_peak
AT4G24040	chr4	fwd	12491250	25.1	2nd_peak
AT4G24050	chr4	fwd	12499882	52.3	1st_peak
AT4G24060	chr4	fwd	12505504	16.7	3rd_peak
AT4G24060	chr4	fwd	12505646	82.6	1st_peak
AT4G24060	chr4	fwd	12505654	70.9	2nd_peak
AT4G24090	chr4	fwd	12514576	40.8	1st_peak
AT4G24090	chr4	fwd	12514587	10.7	3rd_peak
AT4G24090	chr4	fwd	12514602	35	2nd_peak
AT4G24100	chr4	fwd	12519750	35.6	2nd_peak
AT4G24100	chr4	fwd	12519805	10.2	3rd_peak
AT4G24100	chr4	fwd	12519835	38	1st_peak
AT4G24120	chr4	fwd	12527236	14.2	2nd_peak
AT4G24120	chr4	fwd	12527340	333	1st_peak
AT4G24130	chr4	fwd	12528522	15.3	4th_peak
AT4G24130	chr4	fwd	12528532	19.6	3rd_peak
AT4G24130	chr4	fwd	12528542	70.1	1st_peak
AT4G24130	chr4	fwd	12528550	21	2nd_peak
AT4G24140	chr4	rev	12529878	15	1st_peak
AT4G24140	chr4	rev	12529892	12.4	2nd_peak
AT4G24140	chr4	rev	12529920	11.4	4th_peak
AT4G24140	chr4	rev	12529936	12	3rd_peak
AT4G24160	chr4	fwd	12542324	22.9	6th_peak
AT4G24160	chr4	fwd	12542332	14.7	7th_peak
AT4G24160	chr4	fwd	12542341	55.3	2nd_peak
AT4G24160	chr4	fwd	12542352	37.9	3rd_peak
AT4G24160	chr4	fwd	12542367	28.4	5th_peak
AT4G24160	chr4	fwd	12542384	10.7	9th_peak
AT4G24160	chr4	fwd	12542407	31	4th_peak
AT4G24160	chr4	fwd	12542420	13.2	8th_peak
AT4G24160	chr4	fwd	12542427	58.4	1st_peak
AT4G24190	chr4	rev	12551686	62	4th_peak
AT4G24190	chr4	rev	12551741	549.1	1st_peak
AT4G24190	chr4	rev	12551754	27.1	6th_peak
AT4G24190	chr4	rev	12551792	84.2	2nd_peak
AT4G24190	chr4	rev	12551797	32.4	5th_peak
AT4G24190	chr4	rev	12551814	62.9	3rd_peak
AT4G24190	chr4	rev	12551837	17	7th_peak
AT4G24200	chr4	rev	12556658	59.8	1st_peak
AT4G24210	chr4	fwd	12564285	18.3	5th_peak
AT4G24210	chr4	fwd	12564289	10.1	6th_peak
AT4G24210	chr4	fwd	12564322	47.7	2nd_peak
AT4G24210	chr4	fwd	12564343	135	1st_peak
AT4G24210	chr4	fwd	12564394	23.3	3rd_peak
AT4G24210	chr4	fwd	12564443	21.8	4th_peak
AT4G24220	chr4	fwd	12566551	11	10th_peak
AT4G24220	chr4	fwd	12566577	177.8	3rd_peak
AT4G24220	chr4	fwd	12566587	409.6	1st_peak
AT4G24220	chr4	fwd	12566650	228.2	2nd_peak
AT4G24220	chr4	fwd	12566657	57.1	6th_peak
AT4G24220	chr4	fwd	12566668	34.5	7th_peak
AT4G24220	chr4	fwd	12566673	66	5th_peak
AT4G24220	chr4	fwd	12566686	175.2	4th_peak
AT4G24220	chr4	fwd	12566727	16	9th_peak
AT4G24220	chr4	fwd	12566752	32.7	8th_peak
AT4G24230	chr4	rev	12566631	47	4th_peak
AT4G24230	chr4	rev	12566836	11	7th_peak
AT4G24230	chr4	rev	12566894	32	5th_peak
AT4G24230	chr4	rev	12566913	404	1st_peak
AT4G24230	chr4	rev	12566935	124.9	2nd_peak
AT4G24230	chr4	rev	12566946	22	6th_peak
AT4G24230	chr4	rev	12566953	122.1	3rd_peak
AT4G24240	chr4	fwd	12573665	98.7	1st_peak
AT4G24240	chr4	fwd	12573697	14	3rd_peak
AT4G24240	chr4	fwd	12573709	57.8	2nd_peak
AT4G24270	chr4	rev	12581602	39	1st_peak
AT4G24280	chr4	fwd	12593549	33	3rd_peak
AT4G24280	chr4	fwd	12593586	242	2nd_peak
AT4G24280	chr4	fwd	12593606	19.5	4th_peak
AT4G24280	chr4	fwd	12593617	18	5th_peak
AT4G24280	chr4	fwd	12593629	708.1	1st_peak
AT4G24290	chr4	fwd	12597987	85	2nd_peak
AT4G24290	chr4	fwd	12598004	36.1	4th_peak
AT4G24290	chr4	fwd	12598009	147	1st_peak
AT4G24290	chr4	fwd	12598028	75.9	3rd_peak
AT4G24310	chr4	fwd	12601673	11.8	1st_peak
AT4G24330	chr4	rev	12603525	18.8	7th_peak
AT4G24330	chr4	rev	12603581	23	4th_peak
AT4G24330	chr4	rev	12603594	22	5th_peak
AT4G24330	chr4	rev	12603617	58.9	3rd_peak
AT4G24330	chr4	rev	12603631	21.9	6th_peak
AT4G24330	chr4	rev	12603641	213.3	1st_peak
AT4G24330	chr4	rev	12603687	15	8th_peak
AT4G24330	chr4	rev	12603713	10.9	9th_peak
AT4G24330	chr4	rev	12603727	60.9	2nd_peak
AT4G24340	chr4	fwd	12609251	21	1st_peak
AT4G24350	chr4	fwd	12611385	190.3	1st_peak
AT4G24350	chr4	fwd	12611399	21.3	5th_peak
AT4G24350	chr4	fwd	12611422	73.9	2nd_peak
AT4G24350	chr4	fwd	12611439	55.7	3rd_peak
AT4G24350	chr4	fwd	12611443	20.5	6th_peak
AT4G24350	chr4	fwd	12611468	47	4th_peak
AT4G24370	chr4	rev	12611414	11	4th_peak
AT4G24370	chr4	rev	12611454	18.6	3rd_peak
AT4G24370	chr4	rev	12611493	68.8	1st_peak
AT4G24370	chr4	rev	12611513	57.8	2nd_peak
AT4G24380	chr4	fwd	12613669	17	2nd_peak
AT4G24380	chr4	fwd	12613717	48.8	1st_peak
AT4G24380	chr4	fwd	12613723	16.2	3rd_peak
AT4G24390	chr4	rev	12613624	14.2	2nd_peak
AT4G24390	chr4	rev	12613685	15	1st_peak
AT4G24400	chr4	fwd	12620662	33	3rd_peak
AT4G24400	chr4	fwd	12620673	87	2nd_peak
AT4G24400	chr4	fwd	12620685	175.6	1st_peak
AT4G24440	chr4	fwd	12634653	100.6	2nd_peak
AT4G24440	chr4	fwd	12634666	31.7	4th_peak
AT4G24440	chr4	fwd	12634738	36	3rd_peak
AT4G24440	chr4	fwd	12634756	478.1	1st_peak
AT4G24450	chr4	fwd	12642692	19.2	3rd_peak
AT4G24450	chr4	fwd	12642713	17	4th_peak
AT4G24450	chr4	fwd	12642732	20	2nd_peak
AT4G24450	chr4	fwd	12642796	38	1st_peak
AT4G24470	chr4	fwd	12647810	11.3	2nd_peak
AT4G24470	chr4	fwd	12647875	215.2	1st_peak
AT4G24480	chr4	fwd	12654983	65.6	1st_peak
AT4G24480	chr4	fwd	12654991	13.8	2nd_peak
AT4G24490	chr4	rev	12655183	20	2nd_peak
AT4G24490	chr4	rev	12655205	46	1st_peak
AT4G24500	chr4	fwd	12660500	39.9	1st_peak
AT4G24500	chr4	fwd	12660527	12	2nd_peak
AT4G24510	chr4	fwd	12662642	380.3	1st_peak
AT4G24520	chr4	rev	12662844	123.3	3rd_peak
AT4G24520	chr4	rev	12662857	16.5	5th_peak
AT4G24520	chr4	rev	12662865	259.7	1st_peak
AT4G24520	chr4	rev	12662876	137.5	2nd_peak
AT4G24520	chr4	rev	12662898	60	4th_peak
AT4G24520	chr4	rev	12662915	13.5	6th_peak
AT4G24520	chr4	rev	12662932	13	7th_peak
AT4G24530	chr4	rev	12667357	11	1st_peak
AT4G24540	chr4	rev	12670965	61	1st_peak
AT4G24550	chr4	fwd	12679037	68.2	3rd_peak
AT4G24550	chr4	fwd	12679061	161	1st_peak
AT4G24550	chr4	fwd	12679075	125.5	2nd_peak
AT4G24560	chr4	rev	12679210	59.1	1st_peak
AT4G24560	chr4	rev	12679222	23.2	2nd_peak
AT4G24570	chr4	fwd	12687639	56	1st_peak
AT4G24590	chr4	fwd	12698212	45.7	3rd_peak
AT4G24590	chr4	fwd	12698218	192.8	1st_peak
AT4G24590	chr4	fwd	12698235	57.2	2nd_peak
AT4G24610	chr4	rev	12700597	22.5	1st_peak
AT4G24620	chr4	rev	12708758	138.9	2nd_peak
AT4G24620	chr4	rev	12708777	24.8	4th_peak
AT4G24620	chr4	rev	12708817	162.3	1st_peak
AT4G24620	chr4	rev	12708826	60.7	3rd_peak
AT4G24670	chr4	rev	12727861	19.7	1st_peak
AT4G24690	chr4	fwd	12744365	12.1	8th_peak
AT4G24690	chr4	fwd	12744386	774	1st_peak
AT4G24690	chr4	fwd	12744399	12	9th_peak
AT4G24690	chr4	fwd	12744407	235.2	2nd_peak
AT4G24690	chr4	fwd	12744415	59.2	4th_peak
AT4G24690	chr4	fwd	12744425	39.6	5th_peak
AT4G24690	chr4	fwd	12744479	13.5	7th_peak
AT4G24690	chr4	fwd	12744518	15	6th_peak
AT4G24690	chr4	fwd	12744532	97	3rd_peak
AT4G24700	chr4	rev	12744661	11	5th_peak
AT4G24700	chr4	rev	12744670	18	3rd_peak
AT4G24700	chr4	rev	12744728	69.4	2nd_peak
AT4G24700	chr4	rev	12744737	74.1	1st_peak
AT4G24700	chr4	rev	12744745	11.5	4th_peak
AT4G24730	chr4	rev	12752593	57.2	1st_peak
AT4G24740	chr4	rev	12754530	296	1st_peak
AT4G24740	chr4	rev	12754537	119	2nd_peak
AT4G24740	chr4	rev	12754574	50	3rd_peak
AT4G24740	chr4	rev	12754618	27.1	4th_peak
AT4G24740	chr4	rev	12754623	17	5th_peak
AT4G24750	chr4	rev	12758257	61	2nd_peak
AT4G24750	chr4	rev	12758278	178.5	1st_peak
AT4G24750	chr4	rev	12758309	39.5	3rd_peak
AT4G24750	chr4	rev	12758317	10.5	4th_peak
AT4G24760	chr4	rev	12761276	24.6	3rd_peak
AT4G24760	chr4	rev	12761286	24.5	4th_peak
AT4G24760	chr4	rev	12761298	37.3	1st_peak
AT4G24760	chr4	rev	12761335	29	2nd_peak
AT4G24760	chr4	rev	12761346	11.8	5th_peak
AT4G24770	chr4	rev	12766029	10.5	8th_peak
AT4G24770	chr4	rev	12766034	49.9	4th_peak
AT4G24770	chr4	rev	12766050	184.1	3rd_peak
AT4G24770	chr4	rev	12766057	22.9	5th_peak
AT4G24770	chr4	rev	12766076	1931.6	2nd_peak
AT4G24770	chr4	rev	12766090	21	6th_peak
AT4G24770	chr4	rev	12766099	2410.5	1st_peak
AT4G24770	chr4	rev	12766134	12.8	7th_peak
AT4G24780	chr4	rev	12770333	574.1	1st_peak
AT4G24780	chr4	rev	12770455	12.2	2nd_peak
AT4G24790	chr4	fwd	12781554	13	1st_peak
AT4G24800	chr4	fwd	12784975	32.4	1st_peak
AT4G24800	chr4	fwd	12784982	12.5	6th_peak
AT4G24800	chr4	fwd	12785005	16	5th_peak
AT4G24800	chr4	fwd	12785092	30	3rd_peak
AT4G24800	chr4	fwd	12785167	30.5	2nd_peak
AT4G24800	chr4	fwd	12785174	16.5	4th_peak
AT4G24805	chr4	fwd	12786228	15	1st_peak
AT4G24810	chr4	rev	12786616	22.4	2nd_peak
AT4G24810	chr4	rev	12786629	13.1	3rd_peak
AT4G24810	chr4	rev	12786633	23.9	1st_peak
AT4G24820	chr4	rev	12790225	14.3	5th_peak
AT4G24820	chr4	rev	12790257	155.9	2nd_peak
AT4G24820	chr4	rev	12790268	359.6	1st_peak
AT4G24820	chr4	rev	12790281	84.5	3rd_peak
AT4G24820	chr4	rev	12790305	13.8	6th_peak
AT4G24820	chr4	rev	12790321	12.8	7th_peak
AT4G24820	chr4	rev	12790341	20	4th_peak
AT4G24830	chr4	rev	12792872	15.1	4th_peak
AT4G24830	chr4	rev	12792898	17	3rd_peak
AT4G24830	chr4	rev	12792919	200.5	1st_peak
AT4G24830	chr4	rev	12792968	28	2nd_peak
AT4G24840	chr4	rev	12796250	48.9	1st_peak
AT4G24840	chr4	rev	12796397	14.3	2nd_peak
AT4G24920	chr4	rev	12819497	15	6th_peak
AT4G24920	chr4	rev	12819512	308	1st_peak
AT4G24920	chr4	rev	12819532	18	5th_peak
AT4G24920	chr4	rev	12819544	120.8	3rd_peak
AT4G24920	chr4	rev	12819566	266	2nd_peak
AT4G24920	chr4	rev	12819590	28	4th_peak
AT4G24930	chr4	rev	12821357	12.6	5th_peak
AT4G24930	chr4	rev	12821373	94.3	1st_peak
AT4G24930	chr4	rev	12821379	12.4	6th_peak
AT4G24930	chr4	rev	12821383	48.3	4th_peak
AT4G24930	chr4	rev	12821408	80.7	3rd_peak
AT4G24930	chr4	rev	12821414	88.4	2nd_peak
AT4G24960	chr4	fwd	12829179	148.8	1st_peak
AT4G24960	chr4	fwd	12829189	17.8	3rd_peak
AT4G24960	chr4	fwd	12829239	59	2nd_peak
AT4G24972	chr4	fwd	12839803	20	2nd_peak
AT4G24972	chr4	fwd	12839809	61	1st_peak
AT4G24990	chr4	rev	12849687	263.6	1st_peak
AT4G24990	chr4	rev	12849698	15.4	2nd_peak
AT4G24990	chr4	rev	12849788	12	3rd_peak
AT4G25030	chr4	fwd	12866802	91.8	2nd_peak
AT4G25030	chr4	fwd	12866812	45.6	3rd_peak
AT4G25030	chr4	fwd	12866823	779.9	1st_peak
AT4G25050	chr4	fwd	12871134	55	10th_peak
AT4G25050	chr4	fwd	12871150	15.5	12th_peak
AT4G25050	chr4	fwd	12871157	28.7	11th_peak
AT4G25050	chr4	fwd	12871163	77.3	8th_peak
AT4G25050	chr4	fwd	12871176	329.3	4th_peak
AT4G25050	chr4	fwd	12871191	1516.6	1st_peak
AT4G25050	chr4	fwd	12871197	406	3rd_peak
AT4G25050	chr4	fwd	12871206	125.8	6th_peak
AT4G25050	chr4	fwd	12871218	1478	2nd_peak
AT4G25050	chr4	fwd	12871236	166.6	5th_peak
AT4G25050	chr4	fwd	12871247	83.6	7th_peak
AT4G25050	chr4	fwd	12871261	61.6	9th_peak
AT4G25080	chr4	fwd	12878232	12	16th_peak
AT4G25080	chr4	fwd	12878245	116.1	7th_peak
AT4G25080	chr4	fwd	12878254	146.1	5th_peak
AT4G25080	chr4	fwd	12878260	112.4	8th_peak
AT4G25080	chr4	fwd	12878270	21.3	13th_peak
AT4G25080	chr4	fwd	12878276	55.6	10th_peak
AT4G25080	chr4	fwd	12878289	34.5	12th_peak
AT4G25080	chr4	fwd	12878549	18.7	14th_peak
AT4G25080	chr4	fwd	12878573	552.8	2nd_peak
AT4G25080	chr4	fwd	12878585	157.9	4th_peak
AT4G25080	chr4	fwd	12878599	50.2	11th_peak
AT4G25080	chr4	fwd	12878611	692	1st_peak
AT4G25080	chr4	fwd	12878629	247.8	3rd_peak
AT4G25080	chr4	fwd	12878647	118.1	6th_peak
AT4G25080	chr4	fwd	12878658	12.2	15th_peak
AT4G25080	chr4	fwd	12878678	95.9	9th_peak
AT4G25100	chr4	rev	12884334	80	10th_peak
AT4G25100	chr4	rev	12884359	447.9	7th_peak
AT4G25100	chr4	rev	12884380	1482	3rd_peak
AT4G25100	chr4	rev	12884394	37.3	12th_peak
AT4G25100	chr4	rev	12884409	526.4	6th_peak
AT4G25100	chr4	rev	12884417	1456.9	4th_peak
AT4G25100	chr4	rev	12884436	6899.7	1st_peak
AT4G25100	chr4	rev	12884450	291	9th_peak
