region	coord	gene	Oxt PAT#
3UTR	3813366	AT5G11840	1
3UTR	3816524	AT5G11850	3
3UTR	3827778	AT5G11880	1
3UTR	3856879	AT5G11950	190
3UTR	3857041	AT5G11950	4
CDS	3856437	AT5G11950	1
CDS	3859585	AT5G11960	1
CDS	3878718	AT5G12010	1
3UTR	3914049	AT5G12100	1
CDS	3913456	AT5G12100	1
3UTR	3916029	AT5G12120	1
3UTR	3922805	AT5G12140	1
3UTR	3941472	AT5G12200	6
3UTR	3953175	AT5G12230	4
intron	3953551	AT5G12230	12
CDS	3970143	AT5G12270	1
CDS	3970955	AT5G12270	1
3UTR	3971801	AT5G12280	1
CDS	3980516	AT5G12310	1
3UTR	3984139	AT5G12320	1
3UTR	4000732	AT5G12350	1
3UTR	4000779	AT5G12360	2
3UTR	4010744	AT5G12390	1
CDS	4020214	AT5G12400	1
3UTR	4021730	AT5G12410	1
3UTR	4035414	AT5G12440	1
3UTR	4047607	AT5G12480	1
CDS	4061460	AT5G12860	1
3UTR	4062786	AT5G12870	1
3UTR	4062825	AT5G12870	3
3UTR	4097059	AT5G12950	5
3UTR	4110337	AT5G13000	2
CDS	4115677	AT5G13000	1
CDS	4129733	AT5G13020	8
3UTR	4136496	AT5G13030	7
CDS	4135140	AT5G13030	1
CDS	4135999	AT5G13030	1
CDS	4153785	AT5G13090	1
3UTR	4170624	AT5G13140	1
3UTR	4216622	AT5G13210	2
3UTR	4246886	AT5G13270	4
3UTR	4265420	AT5G13310	1
3UTR	4265454	AT5G13310	3
3UTR	4274493	AT5G13330	1
3UTR	4274528	AT5G13330	1
3UTR	4299635	AT5G13410	3
3UTR	4308356	AT5G13440	22
3UTR	4337636	AT5G13490	2
3UTR	4337700	AT5G13490	3
3UTR	4340914	AT5G13500	1
3UTR	4354532	AT5G13530	1
3UTR	4373187	AT5G13580	1
CDS	4388833	AT5G13630	1
CDS	4388996	AT5G13630	1
CDS	4390519	AT5G13630	1
3UTR	4420435	AT5G13690	2
3UTR	4420163	AT5G13700	1
CDS	4420318	AT5G13700	1
3UTR	4423661	AT5G13710	2
3UTR	4428996	AT5G13730	1
CDS	4429148	AT5G13730	6
intron	4440645	AT5G13750	1
3UTR	4444983	AT5G13760	1
3UTR	4447349	AT5G13770	4
3UTR	4451968	AT5G13800	3
3UTR	4468573	AT5G13840	5
3UTR	4472919	AT5G13850	2
CDS	4472139	AT5G13850	9
3UTR	4477412	AT5G13880	4
3UTR	4485681	AT5G13920	3
3UTR	4490265	AT5G13930	1
3UTR	4496113	AT5G13950	10
3UTR	4496164	AT5G13950	19
CDS	4496474	AT5G13950	1
CDS	4498613	AT5G13950	2
3UTR	4530845	AT5G14040	1
CDS	4557273	AT5G14120	1
CDS	4557395	AT5G14120	3
CDS	4557501	AT5G14120	1
CDS	4557596	AT5G14120	1
CDS	4558421	AT5G14120	1
intron	4556966	AT5G14120	1
3UTR	4596004	AT5G14230	2
CDS	4595335	AT5G14230	3
3UTR	4596053	AT5G14240	1
intron	4610358	AT5G14280	1
intron	4610451	AT5G14280	21
intron	4618472	AT5G14320	22
3UTR	4619849	AT5G14330	6
3UTR	4631953	AT5G14370	8
3UTR	4631980	AT5G14370	2
3UTR	4632007	AT5G14370	6
3UTR	4635882	AT5G14380	1
3UTR	4635909	AT5G14380	1
3UTR	4636011	AT5G14380	1
CDS	4649401	AT5G14420	2
3UTR	4655868	AT5G14430	1
CDS	4662192	AT5G14460	114
3UTR	4674148	AT5G14500	1
3UTR	4680721	AT5G14520	1
intron	4686302	AT5G14530	1
3UTR	4687210	AT5G14540	5
3UTR	4687243	AT5G14540	1
CDS	4688688	AT5G14540	1
intron	4688497	AT5G14540	5
3UTR	4697255	AT5G14580	1
3UTR	4709069	AT5G14600	1
3UTR	4709145	AT5G14600	2
3UTR	4715040	AT5G14610	1
CDS	4726262	AT5G14650	1
intron	4727010	AT5G14660	6
3UTR	4731530	AT5G14680	1
CDS	4750365	AT5G14720	8
CDS	4760809	AT5G14740	11
CDS	4761820	AT5G14740	2
CDS	4762026	AT5G14740	1
intron	4761284	AT5G14740	1
3UTR	4763424	AT5G14750	1
intron	4769299	AT5G14760	1
3UTR	4779307	AT5G14780	1
3UTR	4779541	AT5G14780	1
3UTR	4779567	AT5G14780	1
CDS	4778390	AT5G14780	5
3UTR	4817836	AT5G14880	1
3UTR	4825441	AT5G14910	5
3UTR	4825487	AT5G14910	1
3UTR	4837204	AT5G14950	2
3UTR	4850655	AT5G14980	1
intron	4852928	AT5G14990	1
CDS	4863899	AT5G15020	1
intron	4860719	AT5G15020	1
CDS	4880495	AT5G15070	1
CDS	4880805	AT5G15070	24
3UTR	4888649	AT5G15080	1
3UTR	4906922	AT5G15130	1
3UTR	4910775	AT5G15140	35
3UTR	4913855	AT5G15150	1
CDS	4927184	AT5G15170	1
intron	4926669	AT5G15170	22
3UTR	4932925	AT5G15190	2
3UTR	4933130	AT5G15190	1
3UTR	4946288	AT5G15230	1
3UTR	4946327	AT5G15230	1
3UTR	4962044	AT5G15270	1
3UTR	4976171	AT5G15310	11
3UTR	4976198	AT5G15310	51
3UTR	4984848	AT5G15350	2
3UTR	5003235	AT5G15410	1
3UTR	5014211	AT5G15450	2
3UTR	5018696	AT5G15460	1
CDS	5019150	AT5G15460	8
3UTR	5036723	AT5G15510	2
3UTR	5036796	AT5G15510	5
intron	5035298	AT5G15510	2
3UTR	5037158	AT5G15520	1
CDS	5047898	AT5G15540	1
3UTR	5068248	AT5G15570	1
3UTR	5068389	AT5G15580	11
3UTR	5068422	AT5G15580	19
CDS	5069999	AT5G15580	2
intron	5069647	AT5G15580	1
3UTR	5072436	AT5G15581	2
3UTR	5101039	AT5G15680	1
3UTR	5115367	AT5G15700	1
3UTR	5128431	AT5G15725	1
intron	5132367	AT5G15730	1
3UTR	5151362	AT5G15790	1
3UTR	5161229	AT5G15810	3
3UTR	5162995	AT5G15820	26
3UTR	5182531	AT5G15870	278
3UTR	5187599	AT5G15880	1
3UTR	5207877	AT5G15948	1
3UTR	5227104	AT5G16000	2
3UTR	5227319	AT5G16000	1
intron	5224450	AT5G16000	28
3UTR	5229113	AT5G16010	2
3UTR	5240594	AT5G16030	1
3UTR	5247340	AT5G16070	1
3UTR	5252267	AT5G16080	1
3UTR	5252421	AT5G16080	1
3UTR	5252451	AT5G16080	1
3UTR	5270156	AT5G16130	1
3UTR	5275725	AT5G16150	1
3UTR	5275737	AT5G16160	1
3UTR	5283046	AT5G16180	3
intron	5284499	AT5G16190	23
3UTR	5290989	AT5G16210	5
CDS	5299010	AT5G16220	1
3UTR	5310036	AT5G16240	1
intron	5309350	AT5G16240	1
3UTR	5315767	AT5G16260	13
CDS	5335538	AT5G16290	14
CDS	5341193	AT5G16300	10
CDS	5341566	AT5G16300	1
3UTR	5342404	AT5G16310	1
3UTR	5342448	AT5G16310	1
3UTR	5346085	AT5G16320	1
CDS	5345635	AT5G16320	1
3UTR	5363577	AT5G16400	7
CDS	5365698	AT5G16410	1
3UTR	5394574	AT5G16520	1
3UTR	5407012	AT5G16560	1
3UTR	5421647	AT5G16570	5
3UTR	5454312	AT5G16620	1
3UTR	5454361	AT5G16620	4
3UTR	5454577	AT5G16620	2
3UTR	5454605	AT5G16620	1
3UTR	5467354	AT5G16680	3
CDS	5470669	AT5G16680	13
CDS	5492965	AT5G16715	1
CDS	5499424	AT5G16730	2
CDS	5521313	AT5G16780	11
3UTR	5546810	AT5G16870	1
3UTR	5554881	AT5G16890	1
CDS	5557377	AT5G16900	1
3UTR	5573098	AT5G16950	8
3UTR	5581770	AT5G16990	2
CDS	5599723	AT5G17020	2
3UTR	5639669	AT5G17160	65
CDS	5639993	AT5G17160	1
intron	5647420	AT5G17165	2
3UTR	5650991	AT5G17170	35
3UTR	5686939	AT5G17290	1
3UTR	5690279	AT5G17300	1
3UTR	5696569	AT5G17310	1
3UTR	5753528	AT5G17440	1
3UTR	5753579	AT5G17440	4
3UTR	5753694	AT5G17440	1
3UTR	5770362	AT5G17510	1
CDS	5770591	AT5G17510	3
CDS	5770647	AT5G17510	4
3UTR	5772594	AT5G17520	3
CDS	5781679	AT5G17530	1
3UTR	5789688	AT5G17560	1
3UTR	5810816	AT5G17630	1
CDS	5811109	AT5G17640	11
3UTR	5830925	AT5G17700	2
3UTR	5847770	AT5G17720	116
3UTR	5860575	AT5G17760	2
intron	5908953	AT5G17880	2
3UTR	5926875	AT5G17900	1
intron	5937521	AT5G17920	2
intron	5937547	AT5G17920	1
3UTR	5974190	AT5G18040	1
3UTR	5974536	AT5G18050	1
3UTR	5976394	AT5G18060	1
3UTR	5982915	AT5G18070	13
3UTR	5988711	AT5G18110	1
3UTR	5997514	AT5G18130	1
3UTR	5999862	AT5G18150	2
3UTR	6008542	AT5G18170	1
CDS	6008156	AT5G18170	1
intron	6007020	AT5G18170	2
CDS	6024054	AT5G18230	1
CDS	6024524	AT5G18230	1
intron	6029442	AT5G18245	1
3UTR	6036130	AT5G18260	1
CDS	6057789	AT5G18300	1
3UTR	6070436	AT5G18340	1
CDS	6071561	AT5G18340	2
3UTR	6079753	AT5G18360	1
3UTR	6092586	AT5G18390	2
CDS	6114706	AT5G18440	1
CDS	6126505	AT5G18460	30
CDS	6131860	AT5G18480	1
CDS	6140260	AT5G18500	1
CDS	6147274	AT5G18525	2
3UTR	6162992	AT5G18550	3
5UTR	6160398	AT5G18550	1
CDS	6173940	AT5G18570	1
3UTR	6178265	AT5G18580	5
3UTR	6178238	AT5G18590	1
CDS	6179120	AT5G18590	1
CDS	6194947	AT5G18610	1
CDS	6195018	AT5G18610	1
3UTR	6195829	AT5G18620	1
CDS	6200540	AT5G18620	1
CDS	6205010	AT5G18630	1
3UTR	6215839	AT5G18640	1
3UTR	6220797	AT5G18660	1
CDS	6221814	AT5G18660	1
3UTR	6228330	AT5G18680	3
CDS	6229143	AT5G18680	1
CDS	6229748	AT5G18680	1
CDS	6229794	AT5G18680	2
intron	6229065	AT5G18680	1
intron	6229450	AT5G18680	1
CDS	6255915	AT5G18750	1
3UTR	6266195	AT5G18790	1
3UTR	6268750	AT5G18810	1
CDS	6280170	AT5G18830	2
CDS	6280219	AT5G18830	1
3UTR	6287370	AT5G18850	1
5UTR	6286861	AT5G18850	2
intron	6327616	AT5G18940	22
CDS	6346278	AT5G19010	1
CDS	6356173	AT5G19020	1
3UTR	6390025	AT5G19090	1
5UTR	6387551	AT5G19090	17
CDS	6388450	AT5G19090	9
CDS	6418050	AT5G19130	1
CDS	6418230	AT5G19130	1
intron	6418274	AT5G19130	5
intron	6423873	AT5G19140	1
intron	6425285	AT5G19140	1
3UTR	6463720	AT5G19220	3
CDS	6464396	AT5G19220	1
CDS	6464734	AT5G19220	1
CDS	6465464	AT5G19220	21
CDS	6466199	AT5G19220	1
intron	6464212	AT5G19220	1
intron	6464600	AT5G19220	1
intron	6464784	AT5G19220	1
intron	6465335	AT5G19220	1
intron	6465405	AT5G19220	2
CDS	6495741	AT5G19300	1
3UTR	6505191	AT5G19320	1
3UTR	6521416	AT5G19350	2
CDS	6519962	AT5G19350	3
CDS	6520444	AT5G19350	1
3UTR	6555659	AT5G19430	14
3UTR	6558347	AT5G19450	1
3UTR	6570838	AT5G19473	1
3UTR	6573487	AT5G19480	2
3UTR	6573577	AT5G19485	2
3UTR	6581848	AT5G19500	1
CDS	6581683	AT5G19500	1
3UTR	6581768	AT5G19510	24
3UTR	6581819	AT5G19510	2
3UTR	6581846	AT5G19510	3
intron	6597147	AT5G19540	1
CDS	6600434	AT5G19550	6
CDS	6601044	AT5G19550	1
intron	6613446	AT5G19600	1
intron	6614852	AT5G19600	1
3UTR	6649396	AT5G19670	1
CDS	6656508	AT5G19690	10
CDS	6656572	AT5G19690	14
CDS	6657216	AT5G19690	1
3UTR	6688983	AT5G19780	7
3UTR	6693931	AT5G19810	1
3UTR	6709693	AT5G19850	1
3UTR	6724309	AT5G19890	1
CDS	6740111	AT5G19940	151
3UTR	6740815	AT5G19950	1
CDS	6742017	AT5G19950	13
3UTR	6746217	AT5G19960	1
3UTR	6748669	AT5G19970	14
3UTR	6749816	AT5G19980	22
3UTR	6754934	AT5G19990	1
3UTR	6755126	AT5G19990	1
intron	6754389	AT5G19990	1
3UTR	6761829	AT5G20010	11
CDS	6761406	AT5G20010	1
CDS	6761479	AT5G20010	1
CDS	6761543	AT5G20010	1
CDS	6777004	AT5G20060	1
intron	6778345	AT5G20060	1
3UTR	6782372	AT5G20070	4
3UTR	6782576	AT5G20070	1
CDS	6782054	AT5G20070	1
intron	6787448	AT5G20090	1
3UTR	6798844	AT5G20130	2
3UTR	6798898	AT5G20130	1
CDS	6803229	AT5G20150	1
CDS	6807685	AT5G20170	1
3UTR	6815205	AT5G20190	1
3UTR	6825803	AT5G20220	2
3UTR	6827455	AT5G20230	1
CDS	6835192	AT5G20250	3
CDS	6835318	AT5G20250	4
CDS	6835426	AT5G20250	3
CDS	6836438	AT5G20250	2
intron	6835736	AT5G20250	2
3UTR	6841019	AT5G20270	1
CDS	6841457	AT5G20270	3
CDS	6841535	AT5G20270	1
intron	6842123	AT5G20270	1
3UTR	6844812	AT5G20280	4
CDS	6848311	AT5G20280	4
CDS	6849712	AT5G20280	2
intron	6849632	AT5G20280	14
3UTR	6851379	AT5G20290	1
CDS	6851904	AT5G20290	1
CDS	6852842	AT5G20290	11
CDS	6881014	AT5G20350	1
CDS	6881057	AT5G20350	1
CDS	6881101	AT5G20350	1
3UTR	6898653	AT5G20410	1
CDS	6943692	AT5G20520	2
3UTR	6966286	AT5G20600	1
CDS	6966693	AT5G20600	1
3UTR	6973128	AT5G20620	1
3UTR	6979244	AT5G20635	1
3UTR	6990961	AT5G20660	2
3UTR	6991016	AT5G20660	46
CDS	6990636	AT5G20660	3
3UTR	7001940	AT5G20680	1
intron	6998753	AT5G20680	1
3UTR	7005806	AT5G20700	1
3UTR	7005888	AT5G20700	2
3UTR	7005925	AT5G20700	1
3UTR	7006146	AT5G20700	1
CDS	7006491	AT5G20700	1
3UTR	7014250	AT5G20710	1
3UTR	7016590	AT5G20730	2
3UTR	7039819	AT5G20790	1
CDS	7040182	AT5G20790	3
CDS	7051348	AT5G20830	11
3UTR	7061284	AT5G20840	1
3UTR	7084067	AT5G20885	3
3UTR	7086659	AT5G20890	1
3UTR	7086996	AT5G20890	1
3UTR	7104043	AT5G20940	2
3UTR	7107587	AT5G20950	9
CDS	7107652	AT5G20950	1
CDS	7136335	AT5G21010	1
3UTR	7139261	AT5G21020	1
3UTR	7144998	AT5G21040	1
3UTR	7149031	AT5G21050	1
CDS	7169325	AT5G21100	1
CDS	7169355	AT5G21100	2
CDS	7170029	AT5G21100	1
intron	7174606	AT5G21105	1
CDS	7200595	AT5G21160	1
3UTR	7208556	AT5G21170	1
3UTR	7213754	AT5G21222	2
3UTR	7263982	AT5G21280	1
3UTR	7223722	AT5G21430	1
intron	7228516	AT5G21482	1
3UTR	7240403	AT5G21900	6
CDS	7238414	AT5G21900	1
intron	7241722	AT5G21920	1
intron	7244745	AT5G21930	1
CDS	7258616	AT5G21960	1
3UTR	7280253	AT5G22000	1
3UTR	7280476	AT5G22010	2
3UTR	7280504	AT5G22010	2
CDS	7287987	AT5G22020	1
3UTR	7289810	AT5G22030	1
CDS	7292301	AT5G22030	4
3UTR	7297081	AT5G22040	4
CDS	7305520	AT5G22060	1
3UTR	7310317	AT5G22080	4
3UTR	7310520	AT5G22080	8
intron	7310796	AT5G22080	1
3UTR	7330896	AT5G22100	1
CDS	7330526	AT5G22100	1
intron	7347770	AT5G22160	1
5UTR	7360737	AT5G22220	5
CDS	7372514	AT5G22270	1
CDS	7376188	AT5G22290	3
3UTR	7381953	AT5G22300	1
intron	7380041	AT5G22300	1
3UTR	7396798	AT5G22340	1
3UTR	7397486	AT5G22350	1
3UTR	7408729	AT5G22370	1
3UTR	7422776	AT5G22400	2
3UTR	7422860	AT5G22400	1
3UTR	7422918	AT5G22400	22
intron	7440230	AT5G22450	3
3UTR	7443579	AT5G22460	1
CDS	7443705	AT5G22460	1
3UTR	7450958	AT5G22470	1
CDS	7484011	AT5G22550	1
3UTR	7533724	AT5G22640	1
CDS	7532725	AT5G22640	1
3UTR	7565079	AT5G22750	1
3UTR	7577937	AT5G22760	23
CDS	7575599	AT5G22760	1
CDS	7575722	AT5G22760	1
3UTR	7616208	AT5G22800	1
CDS	7630622	AT5G22830	1
3UTR	7630963	AT5G22840	3
CDS	7632175	AT5G22840	1
3UTR	7633633	AT5G22850	1
intron	7641196	AT5G22860	3
3UTR	7651694	AT5G22875	1
3UTR	7653260	AT5G22890	1
CDS	7704345	AT5G23010	2
CDS	7704450	AT5G23010	57
CDS	7704540	AT5G23010	1
intron	7705320	AT5G23010	2
intron	7706367	AT5G23010	2
CDS	7719090	AT5G23020	1
intron	7738194	AT5G23060	1
CDS	7745116	AT5G23080	1
CDS	7745188	AT5G23080	1
3UTR	7754647	AT5G23100	23
3UTR	7780686	AT5G23120	5
CDS	7780181	AT5G23120	7
CDS	7780238	AT5G23120	1
CDS	7780431	AT5G23120	1
CDS	7780463	AT5G23120	2
3UTR	7784910	AT5G23140	2
intron	7794601	AT5G23155	3
intron	7794643	AT5G23155	1
3UTR	7814906	AT5G23210	3
3UTR	7825846	AT5G23230	1
CDS	7827553	AT5G23240	1
3UTR	7844119	AT5G23280	1
3UTR	7852424	AT5G23310	2
intron	7851720	AT5G23310	1
CDS	7855688	AT5G23330	18
3UTR	7858036	AT5G23340	1
CDS	7872430	AT5G23390	1
3UTR	7888418	AT5G23420	1
3UTR	7904975	AT5G23450	1
CDS	7913884	AT5G23470	2
3UTR	7929476	AT5G23520	48
3UTR	7946052	AT5G23570	9
CDS	7945568	AT5G23570	3
CDS	7958053	AT5G23610	1
CDS	7958458	AT5G23610	1
intron	7962879	AT5G23630	1
3UTR	7985281	AT5G23670	4
intron	7982193	AT5G23670	1
3UTR	7990474	AT5G23690	1
3UTR	7990601	AT5G23690	1
intron	7989077	AT5G23690	78
intron	7989784	AT5G23690	1
3UTR	7996428	AT5G23700	1
3UTR	7996478	AT5G23700	1
CDS	7996529	AT5G23710	1
CDS	8000280	AT5G23720	1
intron	7999757	AT5G23720	1
CDS	8062019	AT5G23890	1
intron	8059398	AT5G23890	1
intron	8059564	AT5G23890	13
CDS	8099783	AT5G23980	1
3UTR	8116649	AT5G24010	1
3UTR	8130217	AT5G24060	168
CDS	8130716	AT5G24060	1
CDS	8130767	AT5G24060	1
intron	8180479	AT5G24155	4
3UTR	8219708	AT5G24210	1
CDS	8218394	AT5G24210	3
CDS	8218704	AT5G24210	1
3UTR	8251264	AT5G24280	1
3UTR	8271024	AT5G24300	1
CDS	8269090	AT5G24300	22
3UTR	8300197	AT5G24340	1
3UTR	8300467	AT5G24340	1
CDS	8326496	AT5G24380	1
3UTR	8339329	AT5G24430	1
3UTR	8355963	AT5G24460	7
3UTR	8367289	AT5G24500	1
3UTR	8410240	AT5G24580	2
3UTR	8410375	AT5G24580	1
3UTR	8416756	AT5G24590	1
CDS	8417069	AT5G24590	1
CDS	8417628	AT5G24590	1
3UTR	8438989	AT5G24650	4
3UTR	8443357	AT5G24660	1
3UTR	8443389	AT5G24660	4
CDS	8443665	AT5G24660	11
CDS	8443750	AT5G24660	93
CDS	8450513	AT5G24670	1
CDS	8456678	AT5G24690	4
3UTR	8458988	AT5G24710	1
CDS	8463977	AT5G24710	1
CDS	8479874	AT5G24740	2
3UTR	8500517	AT5G24770	1
intron	8508383	AT5G24780	1
CDS	8518237	AT5G24810	1
3UTR	8525430	AT5G24820	1
3UTR	8533808	AT5G24840	1
3UTR	8544672	AT5G24870	1
3UTR	8544933	AT5G24870	27
CDS	8545048	AT5G24870	1
3UTR	8611550	AT5G24990	1
CDS	8610657	AT5G24990	2
3UTR	8619569	AT5G25020	1
3UTR	8624160	AT5G25040	1
3UTR	8624347	AT5G25040	1
3UTR	8624377	AT5G25040	146
CDS	8638933	AT5G25060	1
3UTR	8694560	AT5G25170	1
CDS	8747023	AT5G25240	20
intron	8753244	AT5G25260	25
CDS	8757610	AT5G25270	1
intron	8757659	AT5G25270	2
3UTR	8774753	AT5G25280	20
3UTR	8775001	AT5G25280	1
3UTR	8775439	AT5G25280	3
3UTR	8779886	AT5G25290	1
intron	8786524	AT5G25310	1
3UTR	8794307	AT5G25350	4
CDS	8795138	AT5G25350	1
CDS	8795647	AT5G25350	1
3UTR	8889583	AT5G25520	13
3UTR	8914148	AT5G25610	1
CDS	8973482	AT5G25780	1
CDS	8973628	AT5G25780	1
3UTR	9004312	AT5G25830	1
3UTR	9028397	AT5G25880	2
3UTR	9041465	AT5G25910	1
CDS	9039851	AT5G25910	1
CDS	9040126	AT5G25910	1
intron	9040178	AT5G25910	1
3UTR	9068141	AT5G25970	1
CDS	9080287	AT5G26000	3
CDS	9081480	AT5G26000	5
CDS	9082216	AT5G26000	1
3UTR	9085493	AT5G26010	1
CDS	9098015	AT5G26030	5
CDS	9098051	AT5G26030	3
3UTR	9099230	AT5G26040	1
intron	9110975	AT5G26090	1
3UTR	9117887	AT5G26110	2
3UTR	9152638	AT5G26180	1
3UTR	9153462	AT5G26190	1
3UTR	9153543	AT5G26190	4
3UTR	9158442	AT5G26210	2
3UTR	9194616	AT5G26240	1
CDS	9207396	AT5G26270	1
3UTR	9255271	AT5G26360	1
3UTR	9255324	AT5G26360	2
CDS	9378265	AT5G26600	1
3UTR	9377133	AT5G26610	1
intron	9376583	AT5G26610	1
3UTR	9366443	AT5G26620	1
CDS	9286793	AT5G26742	1
3UTR	9422168	AT5G26780	5
3UTR	9422201	AT5G26780	1
3UTR	9423400	AT5G26790	1
3UTR	9423456	AT5G26790	1
3UTR	9423507	AT5G26790	2
intron	9434082	AT5G26820	1
CDS	9440341	AT5G26830	1
CDS	9455606	AT5G26860	1
CDS	9458020	AT5G26880	6
3UTR	9465982	AT5G26910	1
intron	9469716	AT5G26910	1
intron	9477236	AT5G26920	1
3UTR	9488719	AT5G26980	1
CDS	9556488	AT5G27150	1
CDS	9557034	AT5G27150	1
3UTR	9609788	AT5G27270	6
CDS	9607570	AT5G27270	1
3UTR	9630833	AT5G27320	2
3UTR	9654243	AT5G27350	1
3UTR	9671666	AT5G27395	1
3UTR	9671728	AT5G27395	1
CDS	9678167	AT5G27400	1
5UTR	9678677	AT5G27410	17
3UTR	9714540	AT5G27520	49
3UTR	9727260	AT5G27540	1
3UTR	9747053	AT5G27600	2
3UTR	9769854	AT5G27610	1
3UTR	9769904	AT5G27610	2
intron	9764618	AT5G27610	3
CDS	9781629	AT5G27640	2
CDS	9781698	AT5G27640	1
3UTR	9789714	AT5G27660	1
CDS	9804975	AT5G27690	1
3UTR	9807470	AT5G27700	106
3UTR	9817498	AT5G27720	5
3UTR	9827106	AT5G27740	1
3UTR	9837442	AT5G27770	1
CDS	9837099	AT5G27770	1
3UTR	9860998	AT5G27820	2
3UTR	9861033	AT5G27820	3
CDS	10013159	AT5G27970	3
CDS	10026416	AT5G28020	2
3UTR	10069688	AT5G28060	1
3UTR	10090099	AT5G28080	2
3UTR	10207440	AT5G28237	2
intron	10222392	AT5G28250	1
3UTR	10278804	AT5G28290	1
CDS	10293103	AT5G28300	1
CDS	10293183	AT5G28300	1
CDS	10293670	AT5G28300	5
3UTR	10784020	AT5G28740	1
CDS	10783674	AT5G28740	1
3UTR	11614404	AT5G30490	4
CDS	12077929	AT5G32440	2
3UTR	12081435	AT5G32450	15
3UTR	12084864	AT5G32470	1
intron	12560598	AT5G33290	1
3UTR	12562457	AT5G33300	1
3UTR	12591534	AT5G33320	8
3UTR	12591592	AT5G33320	2
3UTR	12602536	AT5G33370	1
CDS	13108680	AT5G34850	2
CDS	13109302	AT5G34850	1
CDS	13109474	AT5G34850	1
3UTR	13360403	AT5G35100	2
CDS	13420629	AT5G35170	2
CDS	13424796	AT5G35180	1
intron	13424925	AT5G35180	1
CDS	13462638	AT5G35200	1
CDS	13463646	AT5G35200	2
3UTR	13474265	AT5G35210	18
intron	13478125	AT5G35210	1
intron	13478248	AT5G35210	1
3UTR	13484516	AT5G35220	10
intron	13585748	AT5G35360	1
3UTR	13588453	AT5G35370	1
3UTR	13674668	AT5G35460	1
3UTR	13765316	AT5G35590	1
CDS	13831430	AT5G35630	1
intron	13833021	AT5G35630	1
CDS	13852652	AT5G35660	1
CDS	13852696	AT5G35660	1
CDS	13852759	AT5G35660	28
CDS	13853006	AT5G35660	52
CDS	13853221	AT5G35660	3
3UTR	13858080	AT5G35680	1
3UTR	13896905	AT5G35730	1
3UTR	13900838	AT5G35735	2
3UTR	13910450	AT5G35740	1
3UTR	13911439	AT5G35750	5
CDS	13911955	AT5G35750	1
3UTR	13956747	AT5G35790	2
3UTR	13956822	AT5G35790	1
3UTR	14011825	AT5G35840	10
3UTR	14029716	AT5G35910	1
CDS	14030000	AT5G35910	3
intron	14031168	AT5G35910	17
intron	14132305	AT5G35980	2
3UTR	14197698	AT5G36110	3
CDS	14197606	AT5G36110	11
3UTR	14209082	AT5G36130	4
CDS	14223377	AT5G36150	1
3UTR	14247817	AT5G36210	1
3UTR	14247903	AT5G36210	1
CDS	14249172	AT5G36210	1
CDS	14249352	AT5G36210	1
intron	14248891	AT5G36210	1
intron	14255433	AT5G36220	1
3UTR	14277095	AT5G36230	1
CDS	14275090	AT5G36230	1
3UTR	14284967	AT5G36260	1
3UTR	14305232	AT5G36290	2
3UTR	14567688	AT5G36930	1
3UTR	14567737	AT5G36930	1
3UTR	14598390	AT5G36950	1
3UTR	14620767	AT5G37010	1
3UTR	14652193	AT5G37070	1
3UTR	14686610	AT5G37130	21
intron	14686131	AT5G37130	5
3UTR	14764292	AT5G37290	1
CDS	14817659	AT5G37380	1
3UTR	14914474	AT5G37540	12
3UTR	14933493	AT5G37600	1
3UTR	14952686	AT5G37630	11
3UTR	14961531	AT5G37660	1
3UTR	14969510	AT5G37670	2
3UTR	14973549	AT5G37690	1
3UTR	14981766	AT5G37720	11
CDS	14982493	AT5G37720	8
3UTR	14996895	AT5G37750	1
3UTR	15068847	AT5G37850	2
3UTR	15090226	AT5G37890	1
3UTR	15090414	AT5G37890	1
3UTR	15165616	AT5G38020	1
3UTR	15186770	AT5G38040	1
3UTR	15191617	AT5G38070	1
intron	15191388	AT5G38070	2
3UTR	15222992	AT5G38150	1
3UTR	15223024	AT5G38150	1
CDS	15223367	AT5G38150	5
CDS	15223425	AT5G38150	3
3UTR	15258529	AT5G38200	1
3UTR	15305504	AT5G38290	1
3UTR	15348362	AT5G38380	1
3UTR	15380954	AT5G38420	35
3UTR	15384151	AT5G38430	2
CDS	15419823	AT5G38510	21
3UTR	15426506	AT5G38530	1
3UTR	15473062	AT5G38660	3
3UTR	15512840	AT5G38730	5
CDS	15554569	AT5G38840	2
CDS	15558270	AT5G38850	1
3UTR	15571096	AT5G38890	10
3UTR	15573493	AT5G38895	1
3UTR	15585981	AT5G38930	1
3UTR	15594740	AT5G38970	1
3UTR	15629848	AT5G39040	1
CDS	15627572	AT5G39040	1
CDS	15629218	AT5G39040	1
3UTR	15636021	AT5G39050	1
3UTR	15636178	AT5G39050	1
CDS	15635451	AT5G39050	2
3UTR	15643109	AT5G39080	19
3UTR	15643141	AT5G39080	2
CDS	15643071	AT5G39080	2
intron	15777210	AT5G39430	14
3UTR	15820074	AT5G39500	1
3UTR	15823697	AT5G39510	2
3UTR	15823859	AT5G39520	1
intron	15826392	AT5G39530	1
CDS	15848788	AT5G39580	2
3UTR	15854027	AT5G39590	1
CDS	15852621	AT5G39590	1
CDS	15884554	AT5G39680	1
intron	15930647	AT5G39785	1
3UTR	15949309	AT5G39840	10
3UTR	15949345	AT5G39840	1
CDS	15948768	AT5G39840	1
CDS	15948990	AT5G39840	1
