region	coord	gene	WT PAT#
3UTR	162607	AT5G01400	1
intron	170608	AT5G01400	1
intron	170723	AT5G01400	2
3UTR	176474	AT5G01430	63
3UTR	183340	AT5G01450	70
3UTR	183455	AT5G01450	8
3UTR	190317	AT5G01460	9
3UTR	192531	AT5G01470	1
3UTR	198632	AT5G01490	2
intron	198404	AT5G01490	1
3UTR	205401	AT5G01510	1
3UTR	205476	AT5G01510	1
CDS	207955	AT5G01520	1
CDS	210186	AT5G01530	2
3UTR	210972	AT5G01540	2
3UTR	211086	AT5G01540	2
3UTR	211163	AT5G01540	2
3UTR	218062	AT5G01560	1
3UTR	222566	AT5G01580	1
3UTR	226945	AT5G01590	4
3UTR	232119	AT5G01610	8
3UTR	232202	AT5G01610	7
3UTR	234956	AT5G01630	1
3UTR	242598	AT5G01650	4
3UTR	253790	AT5G01680	1
3UTR	260694	AT5G01700	1
3UTR	266646	AT5G01720	2
3UTR	294304	AT5G01760	1
3UTR	294382	AT5G01760	1
3UTR	304939	AT5G01790	28
3UTR	304979	AT5G01790	4
3UTR	308708	AT5G01800	1
3UTR	313358	AT5G01820	1
3UTR	334372	AT5G01850	2
3UTR	350946	AT5G01900	1
3UTR	362990	AT5G01920	3
3UTR	361028	AT5G01930	1
3UTR	363267	AT5G01940	1
3UTR	363317	AT5G01940	1
3UTR	363450	AT5G01940	1
3UTR	373019	AT5G01960	1
CDS	374042	AT5G01970	1
3UTR	377225	AT5G01980	1
3UTR	380022	AT5G02000	1
3UTR	385874	AT5G02010	1
intron	397772	AT5G02030	1
3UTR	402755	AT5G02040	2
3UTR	402809	AT5G02040	1
3UTR	405823	AT5G02060	13
3UTR	412040	AT5G02090	11
3UTR	412089	AT5G02090	1
3UTR	412141	AT5G02090	1
3UTR	412200	AT5G02090	2
3UTR	416204	AT5G02100	4
3UTR	427129	AT5G02160	10
3UTR	430546	AT5G02170	2
3UTR	430696	AT5G02170	1
3UTR	433630	AT5G02180	1
3UTR	436724	AT5G02190	1
3UTR	436788	AT5G02190	2
3UTR	436851	AT5G02190	7
3UTR	436898	AT5G02190	16
3UTR	436927	AT5G02190	5
3UTR	436988	AT5G02190	1
3UTR	438910	AT5G02200	3
3UTR	438973	AT5G02200	12
3UTR	450692	AT5G02230	1
intron	459215	AT5G02250	1
3UTR	465022	AT5G02260	1
CDS	467460	AT5G02270	4
3UTR	470150	AT5G02290	3
3UTR	470198	AT5G02290	2
3UTR	470252	AT5G02290	1
intron	470804	AT5G02290	2
3UTR	482709	AT5G02310	1
intron	478503	AT5G02310	1
3UTR	483013	AT5G02320	1
3UTR	483074	AT5G02320	9
3UTR	495166	AT5G02350	1
3UTR	495204	AT5G02350	1
3UTR	495233	AT5G02350	1
CDS	496371	AT5G02350	1
CDS	496823	AT5G02350	1
CDS	496850	AT5G02350	1
3UTR	506750	AT5G02370	2
3UTR	515986	AT5G02400	2
3UTR	516076	AT5G02400	3
3UTR	516120	AT5G02400	2
3UTR	517132	AT5G02410	1
3UTR	523999	AT5G02420	3
3UTR	524048	AT5G02420	2
3UTR	524093	AT5G02420	1
3UTR	529983	AT5G02430	1
3UTR	532852	AT5G02440	1
3UTR	532935	AT5G02440	1
3UTR	539248	AT5G02460	7
3UTR	539428	AT5G02460	1
3UTR	542330	AT5G02470	2
3UTR	542391	AT5G02470	1
3UTR	542422	AT5G02470	2
CDS	549609	AT5G02480	5
3UTR	549922	AT5G02490	1
3UTR	550066	AT5G02490	4
3UTR	550140	AT5G02490	2
3UTR	553707	AT5G02500	1
3UTR	553744	AT5G02500	1
CDS	555682	AT5G02500	3
3UTR	558267	AT5G02502	1
CDS	564795	AT5G02530	2
3UTR	570878	AT5G02540	6
3UTR	570921	AT5G02540	49
3UTR	576628	AT5G02570	1
3UTR	580609	AT5G02580	4
3UTR	580695	AT5G02580	1
3UTR	580834	AT5G02580	3
3UTR	588669	AT5G02610	12
3UTR	588831	AT5G02610	7
3UTR	593175	AT5G02630	13
3UTR	593229	AT5G02630	1
CDS	593079	AT5G02630	4
3UTR	594212	AT5G02640	1
3UTR	618389	AT5G02740	1
3UTR	618428	AT5G02740	1
3UTR	618530	AT5G02740	17
3UTR	618600	AT5G02740	19
3UTR	618656	AT5G02740	3
3UTR	618698	AT5G02740	2
3UTR	621106	AT5G02750	1
3UTR	626975	AT5G02770	1
3UTR	627510	AT5G02770	1
3UTR	632617	AT5G02780	9
3UTR	632701	AT5G02780	13
intron	632048	AT5G02780	1
3UTR	634987	AT5G02790	3
3UTR	635089	AT5G02790	94
3UTR	635268	AT5G02800	1
3UTR	638052	AT5G02810	2
3UTR	638121	AT5G02810	2
3UTR	638158	AT5G02810	3
CDS	639344	AT5G02810	1
intron	640061	AT5G02810	1
3UTR	644214	AT5G02820	1
3UTR	644366	AT5G02820	1
3UTR	669107	AT5G02880	8
intron	662488	AT5G02880	1
3UTR	679038	AT5G02910	5
CDS	678836	AT5G02910	1
CDS	678900	AT5G02910	1
3UTR	693009	AT5G02950	4
3UTR	693010	AT5G02960	6
3UTR	697725	AT5G02970	1
3UTR	708406	AT5G03020	1
3UTR	708249	AT5G03030	1
3UTR	708280	AT5G03030	1
3UTR	708318	AT5G03030	10
3UTR	715024	AT5G03050	3
3UTR	715067	AT5G03050	12
3UTR	715176	AT5G03050	1
3UTR	723311	AT5G03080	2
3UTR	728590	AT5G03100	10
3UTR	731428	AT5G03110	2
3UTR	731461	AT5G03110	2
CDS	730992	AT5G03110	1
3UTR	734999	AT5G03120	1
3UTR	735029	AT5G03120	11
CDS	734260	AT5G03120	1
intron	734501	AT5G03120	1
3UTR	736670	AT5G03130	4
3UTR	736766	AT5G03130	1
3UTR	737486	AT5G03140	1
3UTR	737513	AT5G03140	4
3UTR	737598	AT5G03140	27
3UTR	737730	AT5G03140	1
CDS	737809	AT5G03140	1
3UTR	748970	AT5G03150	1
intron	746834	AT5G03150	1
3UTR	752715	AT5G03170	30
3UTR	752824	AT5G03170	1
3UTR	760434	AT5G03190	1
3UTR	760285	AT5G03200	1
5UTR	761795	AT5G03200	1
3UTR	762014	AT5G03204	5
3UTR	762799	AT5G03210	1
3UTR	771641	AT5G03240	1
CDS	775978	AT5G03250	1
3UTR	776999	AT5G03260	1
3UTR	784335	AT5G03270	1
CDS	790564	AT5G03280	1
3UTR	799182	AT5G03300	5
intron	809060	AT5G03330	1
3UTR	815640	AT5G03350	5
3UTR	815721	AT5G03350	110
CDS	819431	AT5G03360	1
intron	819945	AT5G03360	5
intron	819977	AT5G03360	1
intron	820044	AT5G03360	1
intron	820123	AT5G03360	11
intron	820171	AT5G03360	17
3UTR	832107	AT5G03380	6
CDS	832527	AT5G03380	1
CDS	832557	AT5G03380	1
intron	847113	AT5G03420	1
3UTR	856901	AT5G03440	1
3UTR	864108	AT5G03455	33
3UTR	864180	AT5G03455	7
3UTR	873344	AT5G03495	1
CDS	876930	AT5G03500	1
3UTR	894094	AT5G03540	2
3UTR	895275	AT5G03545	1
3UTR	895494	AT5G03545	4
3UTR	898166	AT5G03555	1
3UTR	898257	AT5G03555	1
3UTR	906703	AT5G03570	2
3UTR	906738	AT5G03570	2
intron	909429	AT5G03590	2
intron	916375	AT5G03610	1
intron	916997	AT5G03610	1
CDS	923249	AT5G03630	1
3UTR	937624	AT5G03650	2
CDS	936467	AT5G03650	2
3UTR	950033	AT5G03670	1
3UTR	961033	AT5G03680	6
3UTR	963145	AT5G03690	2
CDS	966096	AT5G03700	1
CDS	972406	AT5G03720	2
CDS	972442	AT5G03720	1
intron	973000	AT5G03720	3
intron	973078	AT5G03720	17
3UTR	984276	AT5G03740	2
intron	987573	AT5G03760	1
3UTR	997679	AT5G03770	1
CDS	997617	AT5G03770	1
3UTR	999093	AT5G03780	1
3UTR	1024611	AT5G03840	1
3UTR	1024641	AT5G03840	2
3UTR	1024710	AT5G03840	1
3UTR	1038448	AT5G03880	1
intron	1039995	AT5G03880	3
3UTR	1052299	AT5G03900	1
3UTR	1054202	AT5G03905	2
3UTR	1071505	AT5G03970	2
3UTR	1077624	AT5G03990	1
3UTR	1077452	AT5G03995	3
3UTR	1081580	AT5G04020	2
3UTR	1081609	AT5G04020	2
3UTR	1081642	AT5G04020	1
3UTR	1098916	AT5G04050	1
3UTR	1098996	AT5G04050	1
3UTR	1102000	AT5G04060	16
3UTR	1104433	AT5G04070	16
3UTR	1105366	AT5G04080	45
3UTR	1121775	AT5G04120	16
3UTR	1138295	AT5G04140	1
intron	1137935	AT5G04140	1
3UTR	1138414	AT5G04150	1
3UTR	1147650	AT5G04170	5
CDS	1154734	AT5G04200	1
3UTR	1155815	AT5G04220	3
3UTR	1174743	AT5G04240	1
3UTR	1174925	AT5G04240	2
intron	1171741	AT5G04240	1
3UTR	1182668	AT5G04270	2
3UTR	1182721	AT5G04270	1
3UTR	1195564	AT5G04280	1
3UTR	1195715	AT5G04280	1
intron	1192774	AT5G04280	1
3UTR	1202762	AT5G04290	1
CDS	1200985	AT5G04290	1
CDS	1201135	AT5G04290	1
intron	1204437	AT5G04310	1
intron	1204505	AT5G04310	1
3UTR	1212555	AT5G04320	2
intron	1211459	AT5G04320	16
intron	1213332	AT5G04330	4
3UTR	1228677	AT5G04360	1
CDS	1232192	AT5G04370	2
3UTR	1240390	AT5G04390	1
3UTR	1240460	AT5G04390	1
3UTR	1246497	AT5G04410	2
3UTR	1246686	AT5G04410	4
CDS	1247366	AT5G04420	1
intron	1255314	AT5G04440	1
3UTR	1266596	AT5G04470	2
3UTR	1271513	AT5G04480	26
3UTR	1271611	AT5G04480	1
CDS	1273052	AT5G04480	3
intron	1276385	AT5G04480	1
3UTR	1281739	AT5G04490	1
3UTR	1291916	AT5G04530	1
3UTR	1292183	AT5G04530	1
intron	1297414	AT5G04540	7
intron	1297880	AT5G04540	1
3UTR	1303438	AT5G04550	1
3UTR	1303484	AT5G04550	1
CDS	1305162	AT5G04550	2
CDS	1312568	AT5G04560	1
3UTR	1322593	AT5G04590	1
3UTR	1349638	AT5G04690	2
3UTR	1363846	AT5G04720	21
CDS	1360774	AT5G04720	1
3UTR	1373629	AT5G04750	1
intron	1374208	AT5G04760	1
3UTR	1382420	AT5G04770	3
3UTR	1382455	AT5G04770	1
3UTR	1386503	AT5G04780	2
3UTR	1393816	AT5G04810	9
3UTR	1400612	AT5G04820	1
3UTR	1407990	AT5G04840	2
3UTR	1408070	AT5G04850	3
CDS	1412454	AT5G04860	1
3UTR	1416789	AT5G04870	2
3UTR	1416925	AT5G04870	1
CDS	1418483	AT5G04870	1
3UTR	1437271	AT5G04900	1
intron	1436528	AT5G04900	1
3UTR	1438873	AT5G04910	1
3UTR	1438916	AT5G04910	1
3UTR	1438969	AT5G04920	1
3UTR	1439066	AT5G04920	9
3UTR	1449654	AT5G04930	2
3UTR	1454175	AT5G04940	7
3UTR	1457649	AT5G04950	120
3UTR	1457792	AT5G04950	3
3UTR	1457843	AT5G04950	1
3UTR	1464183	AT5G04970	1
3UTR	1468307	AT5G04980	1
3UTR	1468414	AT5G04980	1
3UTR	1471574	AT5G04990	1
3UTR	1474118	AT5G05000	11
CDS	1479409	AT5G05010	2
intron	1478018	AT5G05010	1
3UTR	1493809	AT5G05060	2
intron	1494085	AT5G05060	1
3UTR	1504258	AT5G05090	1
3UTR	1504372	AT5G05090	18
CDS	1505734	AT5G05100	1
3UTR	1524694	AT5G05150	1
3UTR	1530110	AT5G05160	11
3UTR	1530171	AT5G05160	1
CDS	1531589	AT5G05170	1
CDS	1535077	AT5G05170	1
intron	1536794	AT5G05180	1
3UTR	1544178	AT5G05190	3
CDS	1543854	AT5G05190	1
CDS	1545584	AT5G05200	1
intron	1552410	AT5G05230	1
CDS	1555333	AT5G05240	1
3UTR	1565368	AT5G05280	2
3UTR	1566060	AT5G05282	20
3UTR	1569771	AT5G05300	11
3UTR	1569848	AT5G05300	1
3UTR	1569944	AT5G05300	70
3UTR	1570004	AT5G05300	2
3UTR	1574578	AT5G05310	6
3UTR	1574608	AT5G05310	1
3UTR	1574960	AT5G05320	2
3UTR	1577062	AT5G05330	1
3UTR	1587514	AT5G05350	1
3UTR	1587550	AT5G05350	1
3UTR	1589183	AT5G05360	1
3UTR	1589341	AT5G05360	2
3UTR	1592993	AT5G05380	3
3UTR	1597512	AT5G05400	4
CDS	1599976	AT5G05400	1
3UTR	1603788	AT5G05410	3
3UTR	1603837	AT5G05410	4
3UTR	1603862	AT5G05410	3
3UTR	1610090	AT5G05440	2
3UTR	1610131	AT5G05440	1
3UTR	1610336	AT5G05440	3
3UTR	1610362	AT5G05440	5
3UTR	1610392	AT5G05440	3
3UTR	1610424	AT5G05440	6
intron	1614492	AT5G05450	2
3UTR	1618903	AT5G05460	1
3UTR	1622307	AT5G05470	1
3UTR	1622340	AT5G05470	16
3UTR	1622319	AT5G05480	4
3UTR	1638984	AT5G05540	1
3UTR	1639094	AT5G05550	1
3UTR	1654827	AT5G05560	1
3UTR	1654852	AT5G05560	1
3UTR	1663889	AT5G05570	2
3UTR	1663957	AT5G05570	12
3UTR	1666560	AT5G05590	4
3UTR	1666602	AT5G05590	88
intron	1672898	AT5G05600	5
intron	1673019	AT5G05600	2
intron	1673860	AT5G05600	1
intron	1674191	AT5G05600	1
3UTR	1690870	AT5G05660	6
3UTR	1690957	AT5G05660	2
3UTR	1695735	AT5G05670	30
3UTR	1702646	AT5G05680	1
3UTR	1702610	AT5G05690	1
CDS	1703371	AT5G05690	2
intron	1705511	AT5G05690	2
3UTR	1716430	AT5G05710	2
3UTR	1716478	AT5G05710	2
3UTR	1716540	AT5G05710	5
3UTR	1719496	AT5G05730	1
3UTR	1723718	AT5G05740	1
3UTR	1729049	AT5G05760	4
3UTR	1738360	AT5G05780	12
3UTR	1738394	AT5G05780	1
intron	1753146	AT5G05820	1
3UTR	1757086	AT5G05830	4
3UTR	1762453	AT5G05850	4
3UTR	1762482	AT5G05850	1
3UTR	1767498	AT5G05860	4
3UTR	1788477	AT5G05940	3
3UTR	1788538	AT5G05940	1
3UTR	1806761	AT5G05987	11
3UTR	1806835	AT5G05987	5
3UTR	1806880	AT5G05990	1
3UTR	1809859	AT5G06000	6
3UTR	1823947	AT5G06060	3
CDS	1841779	AT5G06110	1
CDS	1841935	AT5G06110	1
3UTR	1852908	AT5G06120	1
intron	1844939	AT5G06120	1
intron	1845031	AT5G06120	2
intron	1845061	AT5G06120	2
3UTR	1853432	AT5G06130	1
3UTR	1853574	AT5G06130	1
3UTR	1853618	AT5G06130	7
CDS	1856368	AT5G06140	2
3UTR	1876080	AT5G06190	1
3UTR	1879700	AT5G06210	3
3UTR	1879741	AT5G06210	2
CDS	1883778	AT5G06220	1
intron	1881959	AT5G06220	1
3UTR	1885402	AT5G06230	1
3UTR	1913440	AT5G06270	1
3UTR	1913634	AT5G06270	1
3UTR	1913676	AT5G06270	2
3UTR	1913708	AT5G06270	1
3UTR	1921624	AT5G06300	1
3UTR	1921742	AT5G06300	2
3UTR	1921776	AT5G06300	7
3UTR	1930903	AT5G06310	1
CDS	1929901	AT5G06310	1
3UTR	1934629	AT5G06330	1
3UTR	1934667	AT5G06330	2
3UTR	1934721	AT5G06330	4
3UTR	1934751	AT5G06330	1
3UTR	1934810	AT5G06330	1
CDS	1947601	AT5G06370	1
3UTR	1955744	AT5G06390	4
3UTR	1955891	AT5G06390	1
3UTR	1963141	AT5G06430	1
3UTR	1963386	AT5G06430	6
3UTR	1967723	AT5G06450	1
intron	1968756	AT5G06450	1
3UTR	1974638	AT5G06460	1
intron	1970756	AT5G06460	1
3UTR	1976082	AT5G06480	2
3UTR	1986901	AT5G06510	1
3UTR	1986996	AT5G06510	47
3UTR	1989846	AT5G06530	11
intron	1993965	AT5G06530	1
3UTR	2001093	AT5G06550	1
intron	2009852	AT5G06570	2
3UTR	2011326	AT5G06580	17
CDS	2024277	AT5G06600	3
3UTR	2036247	AT5G06620	2
3UTR	2036300	AT5G06620	1
3UTR	2036310	AT5G06630	1
3UTR	2036362	AT5G06630	26
3UTR	2039651	AT5G06640	1
3UTR	2047596	AT5G06660	13
3UTR	2047730	AT5G06660	39
3UTR	2047772	AT5G06660	2
3UTR	2047913	AT5G06660	7
3UTR	2059781	AT5G06680	1
3UTR	2066040	AT5G06700	1
CDS	2065652	AT5G06700	1
3UTR	2068025	AT5G06710	4
3UTR	2068076	AT5G06710	1
3UTR	2068170	AT5G06710	3
3UTR	2077517	AT5G06720	8
intron	2078540	AT5G06720	1
3UTR	2079912	AT5G06730	2
3UTR	2086196	AT5G06740	1
3UTR	2086223	AT5G06750	64
3UTR	2086400	AT5G06750	2
intron	2087758	AT5G06750	1
3UTR	2089481	AT5G06760	1
3UTR	2097670	AT5G06790	1
3UTR	2105893	AT5G06800	1
3UTR	2112496	AT5G06810	1
3UTR	2116700	AT5G06830	13
intron	2123200	AT5G06839	1
3UTR	2126939	AT5G06850	6
3UTR	2127177	AT5G06850	1
3UTR	2133450	AT5G06860	2
3UTR	2133497	AT5G06860	2
3UTR	2133549	AT5G06860	64
3UTR	2133655	AT5G06860	1
3UTR	2135066	AT5G06870	3
3UTR	2142625	AT5G06910	1
3UTR	2147935	AT5G06930	1
3UTR	2148040	AT5G06930	2
3UTR	2147904	AT5G06940	1
3UTR	2157752	AT5G06960	1
intron	2162199	AT5G06970	2
intron	2168172	AT5G06980	4
3UTR	2170720	AT5G06990	4
intron	2184974	AT5G07030	1
intron	2185103	AT5G07030	1
3UTR	2190939	AT5G07040	1
3UTR	2196375	AT5G07070	2
3UTR	2202184	AT5G07080	1
3UTR	2204064	AT5G07090	1
3UTR	2206841	AT5G07120	1
3UTR	2212634	AT5G07130	13
3UTR	2215531	AT5G07140	1
intron	2252813	AT5G07210	11
3UTR	2274283	AT5G07250	3
3UTR	2283502	AT5G07270	1
CDS	2285164	AT5G07280	1
3UTR	2298904	AT5G07290	2
3UTR	2312134	AT5G07320	1
3UTR	2312225	AT5G07320	1
3UTR	2312315	AT5G07320	1
3UTR	2316703	AT5G07330	1
intron	2317678	AT5G07340	3
3UTR	2326773	AT5G07360	1
CDS	2333102	AT5G07380	1
3UTR	2335861	AT5G07390	2
intron	2356980	AT5G07440	3
3UTR	2362492	AT5G07470	7
3UTR	2364681	AT5G07475	4
intron	2368605	AT5G07480	4
3UTR	2373705	AT5G07500	1
3UTR	2373745	AT5G07500	1
3UTR	2390209	AT5G07560	5
3UTR	2390302	AT5G07560	1
3UTR	2396444	AT5G07570	1
3UTR	2396543	AT5G07570	1
3UTR	2396379	AT5G07571	1
3UTR	2396409	AT5G07571	2
3UTR	2396455	AT5G07571	1
3UTR	2397372	AT5G07572	1
CDS	2400005	AT5G07580	1
3UTR	2401580	AT5G07590	2
CDS	2419075	AT5G07650	1
3UTR	2430072	AT5G07660	1
3UTR	2432185	AT5G07670	14
3UTR	2448544	AT5G07690	2
3UTR	2451702	AT5G07700	1
3UTR	2451764	AT5G07700	1
3UTR	2455488	AT5G07710	3
3UTR	2457375	AT5G07730	10
3UTR	2473831	AT5G07760	3
CDS	2476102	AT5G07770	1
3UTR	2486573	AT5G07800	3
3UTR	2486618	AT5G07800	1
3UTR	2486653	AT5G07800	1
intron	2500640	AT5G07820	2
3UTR	2506592	AT5G07830	1
3UTR	2515419	AT5G07870	7
3UTR	2515498	AT5G07870	4
intron	2522279	AT5G07910	1
3UTR	2525039	AT5G07920	1
3UTR	2543460	AT5G07960	163
CDS	2543219	AT5G07960	1
intron	2543145	AT5G07960	1
3UTR	2563035	AT5G07990	6
3UTR	2571816	AT5G08010	1
3UTR	2575011	AT5G08020	1
3UTR	2582428	AT5G08060	5
intron	2581106	AT5G08060	1
3UTR	2591241	AT5G08080	1
3UTR	2591267	AT5G08080	8
3UTR	2591383	AT5G08080	2
3UTR	2606163	AT5G08130	22
3UTR	2606296	AT5G08130	1
3UTR	2606342	AT5G08130	1
3UTR	2606368	AT5G08130	1
3UTR	2606520	AT5G08130	1
3UTR	2606545	AT5G08130	1
3UTR	2617738	AT5G08139	1
3UTR	2625703	AT5G08160	6
3UTR	2628242	AT5G08170	1
3UTR	2628380	AT5G08170	1
3UTR	2631535	AT5G08180	1
3UTR	2631569	AT5G08180	4
3UTR	2631719	AT5G08180	1
intron	2632303	AT5G08180	1
3UTR	2633990	AT5G08185	1
3UTR	2637277	AT5G08190	1
3UTR	2641276	AT5G08230	2
3UTR	2641332	AT5G08230	1
3UTR	2650810	AT5G08240	1
3UTR	2650893	AT5G08240	5
3UTR	2651267	AT5G08240	67
intron	2651816	AT5G08240	3
intron	2651980	AT5G08240	2
3UTR	2663677	AT5G08270	1
intron	2662073	AT5G08270	1
CDS	2664430	AT5G08280	1
3UTR	2669843	AT5G08300	2
3UTR	2670018	AT5G08310	3
intron	2672783	AT5G08310	1
3UTR	2681769	AT5G08330	1
3UTR	2683713	AT5G08335	13
3UTR	2683760	AT5G08335	1
3UTR	2685695	AT5G08340	1
CDS	2686881	AT5G08350	1
3UTR	2694680	AT5G08380	14
3UTR	2707202	AT5G08390	1
3UTR	2707249	AT5G08390	2
CDS	2706910	AT5G08390	3
3UTR	2699679	AT5G08391	1
CDS	2710228	AT5G08410	20
3UTR	2716195	AT5G08420	1
CDS	2718575	AT5G08430	1
intron	2719199	AT5G08430	1
intron	2719272	AT5G08430	1
intron	2719315	AT5G08430	1
3UTR	2727113	AT5G08440	6
3UTR	2727821	AT5G08450	6
CDS	2738356	AT5G08470	1
intron	2737439	AT5G08470	1
intron	2739621	AT5G08470	1
3UTR	2751670	AT5G08500	4
3UTR	2751797	AT5G08500	1
3UTR	2751886	AT5G08500	1
3UTR	2754842	AT5G08510	1
3UTR	2755034	AT5G08510	1
3UTR	2763435	AT5G08535	1
3UTR	2765671	AT5G08540	11
3UTR	2765719	AT5G08540	3
intron	2764431	AT5G08540	1
3UTR	2777318	AT5G08565	1
3UTR	2777345	AT5G08565	1
3UTR	2777371	AT5G08565	2
3UTR	2777400	AT5G08565	1
3UTR	2780473	AT5G08580	1
intron	2780882	AT5G08580	1
intron	2782427	AT5G08580	1
intron	2797183	AT5G08620	1
3UTR	2798202	AT5G08630	2
3UTR	2805385	AT5G08640	3
3UTR	2805411	AT5G08640	2
3UTR	2805448	AT5G08640	3
3UTR	2818071	AT5G08660	1
3UTR	2818120	AT5G08660	1
CDS	2817017	AT5G08660	1
3UTR	2828552	AT5G08690	6
3UTR	2848474	AT5G08740	2
3UTR	2848552	AT5G08740	4
3UTR	2848636	AT5G08740	1
3UTR	2854605	AT5G08750	1
3UTR	2859009	AT5G08780	4
CDS	2859154	AT5G08790	3
CDS	2859285	AT5G08790	1
3UTR	2869268	AT5G09225	1
3UTR	2873721	AT5G09230	2
3UTR	2873658	AT5G09240	4
3UTR	2884225	AT5G09290	1
3UTR	2888654	AT5G09320	2
intron	2893263	AT5G09330	1
intron	2893307	AT5G09330	1
3UTR	2899083	AT5G09350	1
3UTR	2906150	AT5G09360	1
3UTR	2911183	AT5G09380	1
3UTR	2911290	AT5G09380	1
5UTR	2921305	AT5G09410	1
3UTR	2939251	AT5G09440	1
3UTR	2943424	AT5G09450	1
3UTR	2943542	AT5G09450	1
CDS	2942769	AT5G09450	1
3UTR	2944043	AT5G09460	2
3UTR	2944221	AT5G09460	2
3UTR	2950861	AT5G09480	79
3UTR	2955466	AT5G09510	1
3UTR	2958173	AT5G09520	2
3UTR	2958277	AT5G09520	6
3UTR	2974730	AT5G09580	3
3UTR	2985767	AT5G09630	2
3UTR	2985818	AT5G09630	1
3UTR	2985889	AT5G09630	17
3UTR	2991105	AT5G09650	1
intron	3001317	AT5G09690	1
3UTR	3011660	AT5G09720	1
intron	3024272	AT5G09740	1
intron	3033578	AT5G09760	1
3UTR	3035029	AT5G09770	1
3UTR	3038979	AT5G09790	2
3UTR	3039021	AT5G09790	1
3UTR	3047710	AT5G09805	1
3UTR	3054386	AT5G09810	22
3UTR	3054543	AT5G09810	1
3UTR	3054609	AT5G09810	1
3UTR	3056055	AT5G09820	2
3UTR	3057656	AT5G09830	14
3UTR	3062197	AT5G09840	2
3UTR	3063175	AT5G09850	2
5UTR	3065547	AT5G09850	1
3UTR	3070932	AT5G09860	2
3UTR	3078047	AT5G09870	1
3UTR	3078135	AT5G09870	1
3UTR	3078235	AT5G09870	1
3UTR	3078261	AT5G09870	2
3UTR	3078311	AT5G09870	2
3UTR	3080430	AT5G09876	1
CDS	3085074	AT5G09880	1
3UTR	3085669	AT5G09890	14
3UTR	3121792	AT5G09978	19
3UTR	3121865	AT5G09978	4
3UTR	3123925	AT5G09980	10
3UTR	3123997	AT5G09980	13
3UTR	3125061	AT5G09995	1
3UTR	3127213	AT5G10000	2
3UTR	3127362	AT5G10000	1
3UTR	3131676	AT5G10010	1
3UTR	3131702	AT5G10010	9
CDS	3128254	AT5G10010	1
3UTR	3137036	AT5G10020	1
3UTR	3137069	AT5G10020	3
3UTR	3137177	AT5G10020	2
intron	3139312	AT5G10030	1
intron	3144731	AT5G10050	1
intron	3145083	AT5G10050	2
3UTR	3148483	AT5G10070	8
3UTR	3148522	AT5G10070	18
CDS	3148719	AT5G10070	2
3UTR	3153426	AT5G10080	1
3UTR	3153619	AT5G10080	1
3UTR	3160495	AT5G10100	2
3UTR	3166412	AT5G10110	2
3UTR	3171373	AT5G10130	6
intron	3172153	AT5G10130	1
intron	3178899	AT5G10140	1
intron	3179049	AT5G10140	1
3UTR	3182068	AT5G10150	1
3UTR	3187303	AT5G10160	17
3UTR	3187338	AT5G10160	2
3UTR	3196986	AT5G10180	1
intron	3194560	AT5G10180	1
3UTR	3204602	AT5G10200	1
CDS	3204070	AT5G10200	2
CDS	3204125	AT5G10200	1
3UTR	3206986	AT5G10210	1
CDS	3206758	AT5G10210	1
3UTR	3209540	AT5G10230	4
3UTR	3209614	AT5G10230	2
3UTR	3209654	AT5G10230	1
3UTR	3234153	AT5G10280	9
3UTR	3234211	AT5G10280	7
3UTR	3240747	AT5G10300	2
3UTR	3240789	AT5G10300	50
3UTR	3240819	AT5G10300	15
CDS	3240186	AT5G10300	1
3UTR	3243910	AT5G10320	1
3UTR	3247961	AT5G10330	5
3UTR	3255320	AT5G10350	1
intron	3257108	AT5G10350	1
3UTR	3267301	AT5G10370	2
3UTR	3268846	AT5G10390	6
3UTR	3268969	AT5G10390	2
3UTR	3273302	AT5G10410	1
3UTR	3277412	AT5G10430	1
3UTR	3284105	AT5G10450	35
intron	3288223	AT5G10460	1
5UTR	3300093	AT5G10480	1
CDS	3300880	AT5G10490	2
3UTR	3320396	AT5G10520	2
3UTR	3324854	AT5G10530	1
3UTR	3332544	AT5G10540	8
3UTR	3332661	AT5G10540	15
3UTR	3332780	AT5G10540	1
intron	3328384	AT5G10540	1
CDS	3332909	AT5G10550	2
CDS	3334022	AT5G10550	1
intron	3342031	AT5G10570	1
intron	3347819	AT5G10580	1
3UTR	3355152	AT5G10610	1
3UTR	3359373	AT5G10625	1
3UTR	3359539	AT5G10625	4
3UTR	3359646	AT5G10625	1
3UTR	3364470	AT5G10630	1
3UTR	3364622	AT5G10630	7
CDS	3374576	AT5G10690	1
5UTR	3377797	AT5G10695	3
CDS	3377958	AT5G10695	1
3UTR	3378024	AT5G10700	1
CDS	3378066	AT5G10700	4
3UTR	3382761	AT5G10710	33
3UTR	3390665	AT5G10730	15
3UTR	3390710	AT5G10730	1
intron	3394783	AT5G10740	1
3UTR	3398117	AT5G10745	3
3UTR	3398156	AT5G10745	1
3UTR	3403088	AT5G10770	2
3UTR	3409895	AT5G10780	2
3UTR	3412588	AT5G10790	3
CDS	3412426	AT5G10790	1
CDS	3412488	AT5G10790	1
3UTR	3420767	AT5G10820	1
3UTR	3424773	AT5G10830	2
3UTR	3424684	AT5G10840	1
3UTR	3424748	AT5G10840	6
3UTR	3429047	AT5G10860	1
