region	coord	gene	WT PAT#	Oxt6 PAT#
3UTR	2794214	AT5G08610	32	4
CDS	2790778	AT5G08610	13	54
3UTR	2797622	AT5G08620	12	4
3UTR	2806334	AT5G08650	35	10
3UTR	2806422	AT5G08650	398	330
CDS	2807005	AT5G08650	62	43
3UTR	2818020	AT5G08660	93	4
3UTR	2818156	AT5G08670	472	33
3UTR	2818262	AT5G08670	24	11
3UTR	2824848	AT5G08680	2	3
3UTR	2824929	AT5G08680	41	2
3UTR	2828623	AT5G08690	47	43
3UTR	2834751	AT5G08710	1	1
3UTR	2841419	AT5G08720	29	1
3UTR	2854499	AT5G08750	44	2
3UTR	2858934	AT5G08780	1	2
3UTR	2858912	AT5G08790	318	25
3UTR	2869027	AT5G09220	53	42
3UTR	2869097	AT5G09220	1	11
3UTR	2869361	AT5G09225	175	4
3UTR	2873788	AT5G09230	6	1
3UTR	2873693	AT5G09240	29	3
3UTR	2878595	AT5G09260	27	35
3UTR	2878663	AT5G09260	1	1
3UTR	2884179	AT5G09300	4	1
3UTR	2887195	AT5G09310	79	33
3UTR	2887289	AT5G09310	1	7
3UTR	2888730	AT5G09320	3	1
3UTR	2892472	AT5G09330	10	9
3UTR	2915929	AT5G09390	62	5
3UTR	2920718	AT5G09400	1	2
3UTR	2920768	AT5G09400	27	3
3UTR	2927417	AT5G09410	13	11
3UTR	2931922	AT5G09420	7	3
3UTR	2933400	AT5G09430	2	1
3UTR	2939439	AT5G09440	212	176
3UTR	2939510	AT5G09440	18	9
3UTR	2943572	AT5G09450	1	2
3UTR	2943649	AT5G09450	27	5
3UTR	2943711	AT5G09460	5	3
3UTR	2943763	AT5G09460	1	2
3UTR	2944094	AT5G09460	1	6
3UTR	2949067	AT5G09470	1	1
3UTR	2950913	AT5G09480	54	17
3UTR	2951018	AT5G09480	1	13
3UTR	2955499	AT5G09510	6	3
3UTR	2955557	AT5G09510	2	4
3UTR	2959715	AT5G09530	2	1
3UTR	2959840	AT5G09530	18	3
3UTR	2972100	AT5G09570	2	3
3UTR	2974777	AT5G09580	5	5
3UTR	2983543	AT5G09620	1168	2448
3UTR	2991168	AT5G09650	107	1
3UTR	2991208	AT5G09650	7	4
3UTR	2993489	AT5G09660	2904	995
3UTR	2995911	AT5G09672	1	2
3UTR	2995980	AT5G09672	3	2
3UTR	2996501	AT5G09672	1	17
3UTR	2999201	AT5G09680	8	18
3UTR	2999291	AT5G09680	3	2
3UTR	3021979	AT5G09740	4	3
3UTR	3034439	AT5G09760	3	7
3UTR	3034484	AT5G09760	19	22
3UTR	3034535	AT5G09760	4	1
3UTR	3035123	AT5G09770	1	20
3UTR	3054475	AT5G09810	44	7
3UTR	3057700	AT5G09830	10	4
3UTR	3063252	AT5G09850	19	4
3UTR	3063292	AT5G09850	9	1
5UTR	3065254	AT5G09850	6	1
CDS	3063489	AT5G09850	1	13
3UTR	3070855	AT5G09860	3	1
3UTR	3081456	AT5G09880	47	38
3UTR	3085544	AT5G09890	79	128
3UTR	3089221	AT5G09900	2	1
3UTR	3089311	AT5G09900	1379	4135
3UTR	3097576	AT5G09920	276	37
3UTR	3097665	AT5G09920	3	1
3UTR	3107780	AT5G09960	176	136
3UTR	3107854	AT5G09960	1	1
3UTR	3114134	AT5G09970	1	22
3UTR	3114240	AT5G09970	9	9
3UTR	3119678	AT5G09976	27	81
3UTR	3125042	AT5G09990	1	1
3UTR	3125109	AT5G09990	5	1
3UTR	3124972	AT5G09995	3	1
3UTR	3127258	AT5G10000	1	6
3UTR	3137120	AT5G10020	2	1
3UTR	3137368	AT5G10030	24	5
3UTR	3144075	AT5G10040	1	1
3UTR	3145731	AT5G10050	54	9
3UTR	3145760	AT5G10050	1	1
3UTR	3145797	AT5G10060	15	19
3UTR	3160375	AT5G10100	3	1
3UTR	3166481	AT5G10110	2	2
3UTR	3171287	AT5G10130	3	1
3UTR	3182029	AT5G10150	14	4
3UTR	3187302	AT5G10170	5	5
3UTR	3187425	AT5G10170	1	2
3UTR	3196892	AT5G10180	2	2
3UTR	3196943	AT5G10180	3	1
3UTR	3197058	AT5G10180	503	81
3UTR	3204714	AT5G10200	2	2
3UTR	3206875	AT5G10210	22	21
CDS	3206694	AT5G10210	1	2
CDS	3206805	AT5G10210	4	4
3UTR	3212681	AT5G10240	37	5
3UTR	3221531	AT5G10260	9	193
3UTR	3221606	AT5G10270	7	7
3UTR	3234020	AT5G10280	3	1
3UTR	3235294	AT5G10290	103	114
CDS	3236519	AT5G10290	1	1
3UTR	3241498	AT5G10310	3	1
3UTR	3243944	AT5G10320	2	1
3UTR	3255484	AT5G10350	32	3
3UTR	3258575	AT5G10360	840	76
3UTR	3268808	AT5G10380	20	14
3UTR	3268885	AT5G10390	2	2
3UTR	3270308	AT5G10400	1	1
3UTR	3273397	AT5G10410	5	2
3UTR	3277537	AT5G10430	96	27
3UTR	3283908	AT5G10450	2	1
3UTR	3284295	AT5G10450	2204	6569
3UTR	3289862	AT5G10460	2	3
3UTR	3289944	AT5G10460	7	1
3UTR	3289937	AT5G10470	17	3
3UTR	3297831	AT5G10480	142	2
3UTR	3297900	AT5G10480	1	4
3UTR	3332583	AT5G10540	2	4
3UTR	3332623	AT5G10550	96	200
3UTR	3332772	AT5G10550	1	1
3UTR	3336265	AT5G10560	21	15
3UTR	3352825	AT5G10600	1	62
3UTR	3352915	AT5G10600	3	1
3UTR	3355070	AT5G10610	1	2
3UTR	3355210	AT5G10620	7	1
3UTR	3355315	AT5G10620	30	9
3UTR	3359749	AT5G10625	51	5
3UTR	3364559	AT5G10630	12	2
3UTR	3364958	AT5G10650	5	1
3UTR	3365040	AT5G10650	6	8
3UTR	3374395	AT5G10690	2	2
3UTR	3378197	AT5G10695	859	31
intron	3378111	AT5G10700	11	2
intron	3378209	AT5G10700	20	75
3UTR	3390565	AT5G10730	1	4
3UTR	3393470	AT5G10740	18	49
3UTR	3393548	AT5G10740	87	46
3UTR	3393589	AT5G10740	90	162
3UTR	3398033	AT5G10745	4	3
3UTR	3400079	AT5G10750	6	3
3UTR	3400160	AT5G10750	143	2
3UTR	3400453	AT5G10760	145	159
3UTR	3403150	AT5G10770	9	3
3UTR	3410044	AT5G10780	23	2
3UTR	3412673	AT5G10790	32	1
3UTR	3412748	AT5G10800	1	3
3UTR	3420833	AT5G10820	2	2
3UTR	3424715	AT5G10830	49	4
3UTR	3424721	AT5G10840	31	5
3UTR	3428856	AT5G10860	27	2
3UTR	3428907	AT5G10860	39	23
3UTR	3429013	AT5G10860	5	56
3UTR	3444081	AT5G10920	67	4
3UTR	3445456	AT5G10930	14	4
3UTR	3448653	AT5G10940	10	6
3UTR	3472428	AT5G10980	740	33
3UTR	3477702	AT5G10990	3	1
3UTR	3479014	AT5G11000	108	8
CDS	3479480	AT5G11000	1	11
3UTR	3486178	AT5G11010	15	2
3UTR	3486249	AT5G11010	4	1
3UTR	3486294	AT5G11020	5	1
3UTR	3500844	AT5G11040	11	5
3UTR	3513184	AT5G11060	10	11
3UTR	3513269	AT5G11060	34	7
3UTR	3516233	AT5G11070	935	86
3UTR	3516283	AT5G11070	64	58
3UTR	3525714	AT5G11090	339	32
3UTR	3525823	AT5G11090	113	2
3UTR	3546330	AT5G11150	99	5
3UTR	3552110	AT5G11160	4	7
3UTR	3552176	AT5G11160	20	7
3UTR	3556908	AT5G11170	398	173
3UTR	3566285	AT5G11190	1	2
3UTR	3570960	AT5G11200	70	20
CDS	3569847	AT5G11200	1	3
3UTR	3586914	AT5G11240	3	1
3UTR	3587646	AT5G11250	1	1
3UTR	3593430	AT5G11260	3	2
3UTR	3595316	AT5G11270	6	5
3UTR	3598486	AT5G11280	14	3
3UTR	3608501	AT5G11310	23	139
3UTR	3617239	AT5G11330	34	1
3UTR	3621232	AT5G11340	121	6
3UTR	3625671	AT5G11350	28	65
3UTR	3633360	AT5G11380	2	4
3UTR	3633442	AT5G11380	22	27
3UTR	3636517	AT5G11390	1	2
3UTR	3647064	AT5G11420	60	112
3UTR	3647298	AT5G11420	5	4
CDS	3649143	AT5G11430	4	9
intron	3650861	AT5G11430	16	29
3UTR	3656783	AT5G11460	3	7
3UTR	3669210	AT5G11480	18	44
CDS	3669538	AT5G11480	1	6
3UTR	3676304	AT5G11490	64	10
3UTR	3679111	AT5G11500	38	86
3UTR	3679290	AT5G11500	20	27
CDS	3678702	AT5G11500	1	15
3UTR	3685100	AT5G11520	100	25
intron	3696813	AT5G11530	1	3
3UTR	3709499	AT5G11560	146	309
3UTR	3709629	AT5G11560	56	39
3UTR	3709656	AT5G11560	1	3
3UTR	3721279	AT5G11580	6	11
CDS	3719194	AT5G11580	1	4
3UTR	3733648	AT5G11600	12	5
3UTR	3733688	AT5G11600	1	4
3UTR	3735443	AT5G11610	9	3
3UTR	3735517	AT5G11610	1	1
intron	3736348	AT5G11610	12	1
intron	3741021	AT5G11630	2	1
3UTR	3746959	AT5G11650	249	10
3UTR	3758226	AT5G11670	2100	1364
3UTR	3760837	AT5G11680	158	98
3UTR	3760929	AT5G11680	1	4
3UTR	3762234	AT5G11690	3	2
3UTR	3762345	AT5G11690	77	1
3UTR	3762519	AT5G11700	13	3
3UTR	3776663	AT5G11710	26	1
3UTR	3780126	AT5G11720	1	2
3UTR	3782575	AT5G11730	10	2
3UTR	3782694	AT5G11730	12	8
3UTR	3784768	AT5G11740	87	50
3UTR	3790456	AT5G11760	15	3
3UTR	3790745	AT5G11770	14	6
3UTR	3790942	AT5G11770	603	243
3UTR	3802793	AT5G11790	24	2
3UTR	3803388	AT5G11800	11	1
3UTR	3810714	AT5G11810	14	2
3UTR	3813472	AT5G11840	12	39
3UTR	3816396	AT5G11850	1	7
3UTR	3827581	AT5G11880	126	341
3UTR	3827690	AT5G11880	460	1565
3UTR	3836247	AT5G11900	319	254
3UTR	3836451	AT5G11910	35	2
3UTR	3856919	AT5G11950	2	21
3UTR	3856975	AT5G11950	7	37
3UTR	3858537	AT5G11960	6	1
3UTR	3858633	AT5G11960	111	24
3UTR	3877838	AT5G12010	39	37
3UTR	3877901	AT5G12010	5	42
3UTR	3887863	AT5G12040	7	292
3UTR	3887944	AT5G12040	747	1280
3UTR	3891469	AT5G12050	26	4
3UTR	3891513	AT5G12050	22	1
3UTR	3898009	AT5G12080	6	1
3UTR	3898056	AT5G12080	23	10
3UTR	3914186	AT5G12100	5	1
3UTR	3915944	AT5G12110	21	4
3UTR	3916111	AT5G12120	65	121
3UTR	3922988	AT5G12140	1115	1225
3UTR	3924211	AT5G12150	17	12
3UTR	3924251	AT5G12150	19	4
3UTR	3935078	AT5G12170	17	1
3UTR	3941527	AT5G12200	241	531
3UTR	3941612	AT5G12200	13	20
CDS	3942009	AT5G12200	1	5
3UTR	3953127	AT5G12230	3	3
3UTR	3958947	AT5G12240	1	1
3UTR	3959017	AT5G12240	4	3
3UTR	3961146	AT5G12250	291	206
3UTR	3968829	AT5G12260	18	1
3UTR	3980225	AT5G12310	33	14
3UTR	3980317	AT5G12310	146	244
3UTR	3984049	AT5G12320	20	8
3UTR	4002791	AT5G12370	20	3
3UTR	4002829	AT5G12370	6	9
3UTR	4002894	AT5G12370	1	8
intron	4007268	AT5G12370	2	16
3UTR	4010772	AT5G12390	2	1
3UTR	4010845	AT5G12390	3	4
3UTR	4021820	AT5G12410	8	2
3UTR	4021882	AT5G12410	2	6
3UTR	4024323	AT5G12420	86	2
3UTR	4028057	AT5G12430	53	265
3UTR	4035296	AT5G12440	25	2
3UTR	4044736	AT5G12470	265	74
3UTR	4047576	AT5G12480	4	10
3UTR	4050839	AT5G12840	3	1
CDS	4051281	AT5G12840	5	1
3UTR	4059612	AT5G12860	2	1
3UTR	4059743	AT5G12860	63	6
3UTR	4062707	AT5G12870	1	1
3UTR	4062892	AT5G12870	1	33
3UTR	4068605	AT5G12880	172	1
3UTR	4069576	AT5G12890	60	97
CDS	4069792	AT5G12890	4	67
3UTR	4089005	AT5G12940	355	22
3UTR	4096857	AT5G12950	123	131
3UTR	4096976	AT5G12950	192	197
3UTR	4105419	AT5G12980	1	1
3UTR	4110294	AT5G13000	40	16
3UTR	4128842	AT5G13010	26	4
3UTR	4129339	AT5G13020	10	9
3UTR	4136618	AT5G13030	64	178
3UTR	4136694	AT5G13050	3	3
3UTR	4149182	AT5G13070	154	49
3UTR	4149751	AT5G13080	132	16
3UTR	4149838	AT5G13080	2	4
3UTR	4153585	AT5G13090	22	5
3UTR	4153618	AT5G13090	1	1
3UTR	4153672	AT5G13090	3	1
3UTR	4158435	AT5G13100	1	3
3UTR	4158532	AT5G13100	17	1
3UTR	4161711	AT5G13110	1	4
3UTR	4162534	AT5G13120	65	336
3UTR	4170539	AT5G13140	81	56
3UTR	4179799	AT5G13160	42	216
3UTR	4179921	AT5G13160	41	292
3UTR	4179993	AT5G13160	5	15
3UTR	4181123	AT5G13170	1	2
3UTR	4197635	AT5G13180	67	2
3UTR	4197724	AT5G13180	3	1
3UTR	4197770	AT5G13180	6	1
3UTR	4204853	AT5G13190	334	1
3UTR	4216664	AT5G13210	29	99
3UTR	4225057	AT5G13240	309	12
3UTR	4246874	AT5G13260	3	3
3UTR	4246807	AT5G13270	19	5
3UTR	4252827	AT5G13280	42	116
3UTR	4252842	AT5G13290	11	11
3UTR	4255632	AT5G13300	133	5
3UTR	4265119	AT5G13310	37	103
3UTR	4265279	AT5G13310	1	2
3UTR	4271052	AT5G13320	5	1
3UTR	4274621	AT5G13330	44	9
3UTR	4277631	AT5G13340	1	1
3UTR	4286229	AT5G13360	8	4
3UTR	4289523	AT5G13370	362	3681
3UTR	4296648	AT5G13390	14	2
3UTR	4296696	AT5G13400	32	1
3UTR	4299733	AT5G13410	93	188
3UTR	4301862	AT5G13420	23	2
3UTR	4305108	AT5G13430	4	2
3UTR	4305143	AT5G13430	3	1
3UTR	4305269	AT5G13430	119	39
3UTR	4308227	AT5G13440	115	133
3UTR	4310352	AT5G13450	137	83
3UTR	4318322	AT5G13460	11	39
CDS	4316387	AT5G13460	1	2
3UTR	4319834	AT5G13470	13	1
3UTR	4319880	AT5G13470	19	2
3UTR	4340996	AT5G13500	27	27
3UTR	4342026	AT5G13510	63	8
3UTR	4342071	AT5G13510	29	8
3UTR	4341964	AT5G13520	1	2
3UTR	4354706	AT5G13530	37	2
CDS	4349388	AT5G13530	93	49
CDS	4353963	AT5G13530	1	1
3UTR	4355307	AT5G13550	2	1
3UTR	4370259	AT5G13570	5	4
3UTR	4373258	AT5G13590	21	41
3UTR	4385027	AT5G13610	41	7
3UTR	4387409	AT5G13630	35	60
3UTR	4387494	AT5G13630	4	22
3UTR	4397482	AT5G13640	135	82
CDS	4400637	AT5G13650	1	10
3UTR	4407150	AT5G13660	11	1
3UTR	4410391	AT5G13680	46	204
3UTR	4420355	AT5G13690	2	3
3UTR	4420034	AT5G13700	5	1
3UTR	4423622	AT5G13710	15	2
3UTR	4423854	AT5G13710	548	51
3UTR	4429090	AT5G13720	34	6
3UTR	4429107	AT5G13730	2	11
3UTR	4444867	AT5G13760	13	5
3UTR	4447425	AT5G13770	21	3
CDS	4446275	AT5G13770	1	2
3UTR	4447283	AT5G13780	1	1
3UTR	4447422	AT5G13780	24	87
CDS	4447784	AT5G13780	1	1
3UTR	4451891	AT5G13800	7	9
3UTR	4456941	AT5G13810	15	3
3UTR	4464563	AT5G13820	5	8
3UTR	4464643	AT5G13820	7	16
3UTR	4468623	AT5G13830	68	74
3UTR	4468502	AT5G13840	1	8
3UTR	4472797	AT5G13850	591	1620
3UTR	4473042	AT5G13860	38	12
3UTR	4474994	AT5G13870	2	39
3UTR	4477336	AT5G13880	1	4
3UTR	4485789	AT5G13920	4	1
3UTR	4495987	AT5G13950	304	536
3UTR	4506202	AT5G13960	17	3
3UTR	4506226	AT5G13970	9	1
3UTR	4506274	AT5G13970	20	8
3UTR	4514403	AT5G13980	1	6
3UTR	4514566	AT5G13990	2	1
3UTR	4519185	AT5G14000	1	1
3UTR	4530742	AT5G14040	299	205
3UTR	4530820	AT5G14040	1	2
3UTR	4530875	AT5G14040	4	4
3UTR	4531049	AT5G14040	1	3
3UTR	4535299	AT5G14050	10	2
3UTR	4539148	AT5G14060	1	14
3UTR	4549319	AT5G14090	1	12
3UTR	4549394	AT5G14090	11	9
3UTR	4549449	AT5G14090	1	4
3UTR	4552047	AT5G14105	33	103
3UTR	4558509	AT5G14120	3	7
3UTR	4558705	AT5G14120	455	230
CDS	4557559	AT5G14120	2	5
3UTR	4558805	AT5G14130	2	2
3UTR	4568546	AT5G14170	2182	6027
3UTR	4571411	AT5G14180	21	8
3UTR	4578236	AT5G14200	151	5
3UTR	4578344	AT5G14210	3	1
3UTR	4595951	AT5G14230	7	4
3UTR	4595954	AT5G14240	16	2
3UTR	4596096	AT5G14240	1	2
3UTR	4600725	AT5G14250	100	112
3UTR	4600762	AT5G14250	22	5
3UTR	4604393	AT5G14260	10	4
3UTR	4608698	AT5G14270	19	10
3UTR	4608785	AT5G14270	1	9
3UTR	4608839	AT5G14270	22	39
intron	4606809	AT5G14270	2	2
3UTR	4611527	AT5G14280	4	1
3UTR	4611612	AT5G14280	2	1
3UTR	4611656	AT5G14280	2	1
intron	4610533	AT5G14280	1	2
3UTR	4617602	AT5G14310	138	11
3UTR	4617697	AT5G14320	316	246
3UTR	4619796	AT5G14330	120	41
3UTR	4631836	AT5G14360	4	1
3UTR	4631891	AT5G14370	19	7
3UTR	4637450	AT5G14390	15	21
intron	4645819	AT5G14400	1	11
3UTR	4648053	AT5G14420	7	7
3UTR	4648111	AT5G14420	50	3
3UTR	4648177	AT5G14420	31	39
3UTR	4655974	AT5G14430	39	1
3UTR	4662841	AT5G14470	4	1
3UTR	4674251	AT5G14500	26	31
3UTR	4680660	AT5G14520	69	10
3UTR	4684680	AT5G14530	226	224
3UTR	4687150	AT5G14540	29	8
3UTR	4695185	AT5G14570	10	7
3UTR	4703374	AT5G14590	54	104
3UTR	4709119	AT5G14600	15	4
3UTR	4715301	AT5G14620	18	68
3UTR	4719139	AT5G14640	20	1
3UTR	4726508	AT5G14650	4	2
3UTR	4726707	AT5G14660	21	25
3UTR	4726828	AT5G14660	53	60
3UTR	4731375	AT5G14680	78	27
3UTR	4731408	AT5G14680	23	15
3UTR	4747915	AT5G14710	101	200
CDS	4749829	AT5G14720	9	13
3UTR	4757157	AT5G14730	38	6
3UTR	4757226	AT5G14730	59	1
3UTR	4762540	AT5G14740	87	1141
3UTR	4762583	AT5G14740	249	295
3UTR	4762677	AT5G14740	1	5
intron	4761901	AT5G14740	3	10
3UTR	4779419	AT5G14780	134	307
3UTR	4779478	AT5G14780	7	5
CDS	4778719	AT5G14780	1	2
3UTR	4785689	AT5G14790	1	1
3UTR	4785806	AT5G14790	111	1
3UTR	4801880	AT5G14850	2	1
3UTR	4817878	AT5G14880	7	1
intron	4820566	AT5G14890	4	66
3UTR	4825269	AT5G14910	51	72
3UTR	4825323	AT5G14910	24	219
3UTR	4825367	AT5G14910	33	1
3UTR	4827865	AT5G14920	142	294
3UTR	4827915	AT5G14920	426	523
3UTR	4837151	AT5G14950	13	3
3UTR	4837236	AT5G14950	1	1
3UTR	4848862	AT5G14970	45	21
3UTR	4859143	AT5G15020	47	8
3UTR	4859196	AT5G15020	1	1
3UTR	4871660	AT5G15050	37	2
3UTR	4889434	AT5G15090	42	57
3UTR	4900494	AT5G15120	7	5
3UTR	4926184	AT5G15170	157	227
3UTR	4932322	AT5G15180	3	1
3UTR	4932369	AT5G15180	9	7
3UTR	4932849	AT5G15190	153	72
3UTR	4937599	AT5G15210	1	1
3UTR	4937683	AT5G15210	1	1
3UTR	4941269	AT5G15220	33	1
3UTR	4941336	AT5G15220	60	4
3UTR	4946091	AT5G15230	8	2
3UTR	4946202	AT5G15230	608	17707
3UTR	4950303	AT5G15240	4	1
3UTR	4950438	AT5G15240	14	1
3UTR	4961463	AT5G15270	6	15
3UTR	4961491	AT5G15270	1	2
3UTR	4966134	AT5G15280	13	127
3UTR	4978804	AT5G15320	197	18
3UTR	4984976	AT5G15350	135	45
3UTR	4997402	AT5G15390	290	390
3UTR	4997558	AT5G15400	34	13
3UTR	4997617	AT5G15400	1	4
3UTR	4997685	AT5G15400	3	5
3UTR	5003358	AT5G15410	21	13
3UTR	5003429	AT5G15410	11	4
3UTR	5014228	AT5G15440	43	16
3UTR	5018783	AT5G15460	21	21
3UTR	5020964	AT5G15470	1	7
3UTR	5021094	AT5G15470	2	2
3UTR	5021123	AT5G15470	1	4
3UTR	5027639	AT5G15490	71	9
3UTR	5031685	AT5G15500	4	4
3UTR	5037086	AT5G15520	40	273
3UTR	5040659	AT5G15530	101	10
3UTR	5047593	AT5G15540	9	63
3UTR	5047745	AT5G15540	1	1
3UTR	5058803	AT5G15550	11	1
3UTR	5065177	AT5G15560	11	39
CDS	5067930	AT5G15570	7	1
3UTR	5068342	AT5G15580	4	19
CDS	5068793	AT5G15580	2	12
3UTR	5072483	AT5G15581	1	1
3UTR	5082081	AT5G15610	6	119
3UTR	5082168	AT5G15610	2	8
3UTR	5082203	AT5G15610	22	6
3UTR	5090011	AT5G15640	117	5
3UTR	5094289	AT5G15650	27	49
3UTR	5094359	AT5G15650	51	11
3UTR	5100983	AT5G15680	34	30
3UTR	5101136	AT5G15680	2	1
3UTR	5142823	AT5G15750	30	1
3UTR	5144015	AT5G15770	50	4
3UTR	5144774	AT5G15780	1	3
3UTR	5151312	AT5G15790	7	2
3UTR	5156453	AT5G15802	12	9
3UTR	5161352	AT5G15810	3	1
CDS	5161002	AT5G15810	3	6
3UTR	5176127	AT5G15850	1	1
3UTR	5176213	AT5G15850	2	1
CDS	5176485	AT5G15850	1	1
3UTR	5178553	AT5G15860	1	2
3UTR	5187669	AT5G15880	7	3
3UTR	5195318	AT5G15910	9	1
3UTR	5195364	AT5G15910	24	1
3UTR	5202521	AT5G15930	4	377
3UTR	5212591	AT5G15970	3	35
3UTR	5212649	AT5G15970	1785	1192
3UTR	5215568	AT5G15980	8	1
3UTR	5227158	AT5G16000	6	9
3UTR	5227208	AT5G16000	5	2
3UTR	5227292	AT5G16000	7	2
3UTR	5240626	AT5G16030	3	5
3UTR	5240726	AT5G16030	28	6
3UTR	5240796	AT5G16030	1	5
CDS	5240367	AT5G16030	6	54
3UTR	5240612	AT5G16040	2	3
3UTR	5240695	AT5G16040	1	5
3UTR	5243766	AT5G16050	4	4
3UTR	5243821	AT5G16050	214	2
3UTR	5247322	AT5G16060	3	3
3UTR	5247383	AT5G16060	4	5
3UTR	5247419	AT5G16070	22	5
3UTR	5252292	AT5G16080	1	4
3UTR	5260715	AT5G16110	18	18
3UTR	5270083	AT5G16130	137	5
3UTR	5270181	AT5G16140	26	3
3UTR	5275812	AT5G16150	686	79
3UTR	5275682	AT5G16160	1	39
3UTR	5289549	AT5G16200	20	1
3UTR	5290903	AT5G16210	96	878
3UTR	5309811	AT5G16240	14	36
3UTR	5309953	AT5G16240	23	1
3UTR	5310096	AT5G16250	13	11
3UTR	5322609	AT5G16270	11	2
3UTR	5322676	AT5G16270	2	1
5UTR	5316299	AT5G16270	12	32
3UTR	5323160	AT5G16280	4	1
3UTR	5323215	AT5G16280	12	1
3UTR	5337725	AT5G16290	38	90
3UTR	5356636	AT5G16370	2	4
3UTR	5356678	AT5G16370	1	6
3UTR	5359409	AT5G16380	11	6
3UTR	5359503	AT5G16380	6	2
3UTR	5360889	AT5G16390	191	10
3UTR	5363660	AT5G16400	44	316
3UTR	5363738	AT5G16400	1004	3814
3UTR	5365626	AT5G16410	9	1
3UTR	5373708	AT5G16440	25	38
3UTR	5375456	AT5G16450	257	3
3UTR	5379931	AT5G16470	12	2
3UTR	5379989	AT5G16470	83	17
3UTR	5394565	AT5G16510	46	13
3UTR	5394600	AT5G16520	15	1
3UTR	5406706	AT5G16550	18	101
3UTR	5406871	AT5G16550	551	1488
3UTR	5407039	AT5G16560	1	1
3UTR	5421742	AT5G16570	21	8
3UTR	5433967	AT5G16590	1	2
3UTR	5434019	AT5G16590	10	3
3UTR	5434095	AT5G16590	52	9
3UTR	5434136	AT5G16590	22	1
3UTR	5444961	AT5G16610	8	2
3UTR	5454420	AT5G16620	3	1
3UTR	5454457	AT5G16620	7	55
3UTR	5454507	AT5G16620	6	2
3UTR	5459563	AT5G16630	35	159
3UTR	5463250	AT5G16650	12	1
3UTR	5465486	AT5G16660	374	3
CDS	5468441	AT5G16680	1	1
3UTR	5479956	AT5G16690	11	68
3UTR	5485049	AT5G16710	154	465
3UTR	5493374	AT5G16715	16	16
3UTR	5493493	AT5G16715	2	1
3UTR	5500899	AT5G16730	9	7
3UTR	5504364	AT5G16750	7	4
3UTR	5511104	AT5G16760	113	3
3UTR	5526763	AT5G16810	79	37
3UTR	5532809	AT5G16820	8	1
3UTR	5532928	AT5G16830	15	1
3UTR	5538203	AT5G16840	61	56
3UTR	5546736	AT5G16870	16	3
3UTR	5551362	AT5G16880	2	1
3UTR	5551426	AT5G16880	87	5
3UTR	5554918	AT5G16890	15	12
3UTR	5565379	AT5G16910	83	5
3UTR	5565580	AT5G16910	60	6
3UTR	5573135	AT5G16950	4	16
3UTR	5576099	AT5G16970	2	2
3UTR	5576175	AT5G16970	161	13
3UTR	5581675	AT5G16990	22	7
3UTR	5584862	AT5G17000	127	2
3UTR	5587485	AT5G17010	14	1
3UTR	5587543	AT5G17010	9	1
3UTR	5587593	AT5G17010	2	1
3UTR	5607714	AT5G17050	1	1
3UTR	5613367	AT5G17070	15	33
3UTR	5639713	AT5G17160	91	1213
3UTR	5643017	AT5G17165	2	3
3UTR	5651108	AT5G17170	1244	4858
3UTR	5652983	AT5G17190	184	13
3UTR	5658115	AT5G17210	59	1
3UTR	5659440	AT5G17220	11	49
3UTR	5668845	AT5G17250	6	1
3UTR	5668878	AT5G17250	1	1
3UTR	5685743	AT5G17270	7	12
3UTR	5685817	AT5G17270	1	2
3UTR	5686842	AT5G17280	3	7
3UTR	5696645	AT5G17310	4	1
3UTR	5696681	AT5G17310	7	2
3UTR	5696789	AT5G17310	46	15
3UTR	5719434	AT5G17350	137	6
3UTR	5719536	AT5G17350	455	39
3UTR	5721608	AT5G17370	12	4
3UTR	5724765	AT5G17380	3	1
3UTR	5736664	AT5G17410	1	1
3UTR	5753608	AT5G17440	1	3
3UTR	5753645	AT5G17440	2	2
CDS	5752997	AT5G17440	6	42
intron	5750687	AT5G17440	12	1
3UTR	5756883	AT5G17450	5	2
5UTR	5759338	AT5G17460	89	107
3UTR	5764207	AT5G17490	4	49
3UTR	5770037	AT5G17510	16	17
3UTR	5772623	AT5G17520	6	3
3UTR	5772702	AT5G17520	10	55
3UTR	5782124	AT5G17530	37	18
3UTR	5789730	AT5G17560	1	1
3UTR	5789781	AT5G17560	204	14
3UTR	5789872	AT5G17560	5	13
3UTR	5789931	AT5G17560	212	3
3UTR	5805248	AT5G17610	262	10
3UTR	5810936	AT5G17640	344	680
3UTR	5816735	AT5G17650	1	1
3UTR	5818554	AT5G17660	35	137
3UTR	5827291	AT5G17690	3	2
3UTR	5839395	AT5G17710	113	39
3UTR	5860421	AT5G17760	3	7
CDS	5861587	AT5G17760	1	1
3UTR	5864137	AT5G17770	4	2
3UTR	5864365	AT5G17770	5759	7324
CDS	5865069	AT5G17770	1	2
3UTR	5869685	AT5G17790	21	22
3UTR	5895675	AT5G17840	67	5
3UTR	5908293	AT5G17870	6	9
CDS	5928891	AT5G17910	2	8
3UTR	5939464	AT5G17920	1801	1089
3UTR	5939541	AT5G17920	1	1
3UTR	5959905	AT5G17990	41	30
3UTR	5974147	AT5G18040	1	5
3UTR	5983019	AT5G18070	11	2
3UTR	5988773	AT5G18110	67	8
3UTR	5988855	AT5G18110	75	29
3UTR	5988900	AT5G18110	1	11
3UTR	5993938	AT5G18120	137	1
