id	Protein IDs	Majority protein IDs	Protein names	Gene names	iBAQ CCL_H rep1	log10 IBAQ CCL rep1	iBAQ CCL_L rep2	log10 IBAQ CCL rep2	iBAQ CCL_L rep3	log10 IBAQ CCL rep3	Median IBAQ CCL	log10 Median CCL	Ratio CCl_H/NoCL_L rep1	Ratio CLL_L/NoCL_H rep2	Ratio CLL_L/NoCL_H rep3	iBAQ	iBAQ L	iBAQ H	iBAQ rep1	iBAQ NoCL_L rep1	iBAQ rep2	iBAQ NoCL_H rep2	iBAQ rep3	iBAQ NoCL_H rep3	GOBP name	GOMF name	GOCC name	KEGG name	Pfam	Ratio H/L count rep1	Ratio H/L count rep2	Ratio H/L count rep3	Intensity L	Intensity H	Intensity rep1	Intensity L rep1	Intensity H rep1	Intensity rep2	Intensity L rep2	Intensity H rep2	Intensity rep3	Intensity L rep3	Intensity H rep3
651	Q9LII1	Q9LII1	Single-stranded DNA-binding protein		0	NaN	17190	4.2352758767	0	NaN	0	Err:502	NaN	NaN	NaN	17190	17190	0	0	0	17190	0	0	0	biosynthetic process;cellular biosynthetic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;DNA metabolic process;DNA replication;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;nitrogen compound metabolic process;nucleic acid metabolic process;nucleobase-containing compound metabolic process;primary metabolic process	binding;DNA binding;nucleic acid binding;single-stranded DNA binding;structure-specific DNA binding	cell part;cytoplasmic part;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;mitochondrion;organelle	DNA replication;Homologous recombination;Mismatch repair	SSB	0	0	0	223460	0	0	0	0	223460	223460	0	0	0	0
652	Q9LIN5;Q9SQK7;Q9M7F0;Q8L6Y0;Q9LD19	Q9LIN5;Q9SQK7;Q9M7F0		EIF4B1;eIF4B;EIF4B	168360	5.2262389171	90435	4.9563365429	1814800	6.2588287706	168360	5.2262389171	1.6901	NaN	2.75711	2250800	1922100	328740	185150	16792	91189	754.04	1974500	159620		binding;nucleic acid binding;RNA binding;translation factor activity, nucleic acid binding;translation initiation factor activity			eIF-4B	5	1	12	69194000	11834000	6665400	604500	6060900	3282800	3255700	27145	71080000	65334000	5746500
653	Q9LJH8	Q9LJH8			2624200	6.4189969312	8134400	6.9103255245	73735000	7.8676736846	8134400	6.9103255245	2.64217	6.42911	6.46244	84933000	82129000	2803900	2883400	259220	8191900	57482	73858000	122260		binding;nucleic acid binding;nucleotide binding			RRM_1	4	5	8	985550000	33647000	34601000	3110600	31490000	98303000	97613000	689780	886290000	884820000	1467100
654	Q9LJW6	Q9LJW6	60S ribosomal protein L34-3	RPL34C	146320	5.1653036925	0	NaN	549170	5.7397068046	146320	5.1653036925	NaN	NaN	NaN	895830	689870	205960	287020	140700	0	0	608810	59639	biosynthetic process;cellular biosynthetic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation	structural constituent of ribosome;structural molecule activity	cell part;cytosolic large ribosomal subunit;intracellular organelle part;intracellular part;large ribosomal subunit;macromolecular complex;organelle part;ribonucleoprotein complex	Ribosome	Ribosomal_L34e	1	0	1	2759500	823840	1148100	562800	585280	0	0	0	2435200	2196700	238560
655	Q9LJX4;Q9LJX4-2	Q9LJX4	Pumilio homolog 5	APUM5	3077300	6.4881698368	1564000	6.1942367487	18318000	7.2628780547	3077300	6.4881698368	2.94345	3.52531	4.00915	23662000	19964000	3698400	3158900	81584	1658700	94705	18845000	526450	biological regulation;posttranscriptional regulation of gene expression;regulation of biological process;regulation of biosynthetic process;regulation of cellular biosynthetic process;regulation of cellular macromolecule biosynthetic process;regulation of cellular metabolic process;regulation of cellular process;regulation of cellular protein metabolic process;regulation of gene expression;regulation of macromolecule biosynthetic process;regulation of macromolecule metabolic process;regulation of metabolic process;regulation of primary metabolic process;regulation of protein metabolic process;regulation of translation	binding;mRNA binding;nucleic acid binding;RNA binding	cell part;cytoplasmic part;cytosol;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;organelle;vacuole		PUF	22	30	58	998200000	184920000	157940000	4079200	153860000	82935000	78200000	4735300	942240000	915920000	26322000
657	Q9LK47	Q9LK47			60219	4.7797335393	45021	4.6534151373	362080	5.5588045366	60219	4.7797335393	2.20639	2.30109	2.10333	550390	427520	122880	80640	20421	54628	9607.5	415130	53049	response to abiotic stimulus;response to cold;response to stimulus;response to stress;response to temperature stimulus	binding;nucleic acid binding;RNA binding	cell part;chloroplast part;chloroplast stroma;cytoplasmic part;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane-bounded organelle;non-membrane-bounded organelle;nucleus;organelle;organelle part;plastid part;plastid stroma;ribonucleoprotein complex;ribosome		S1	2	3	3	7695300	2211800	1451500	367570	1083900	983310	810380	172930	7472300	6517400	954880
658	Q9LK57	Q9LK57	Pentatricopeptide repeat-containing protein At3g13160, mitochondrial		2631.4	3.4201868704	0	NaN	24835	4.3950641643	2631.4	3.4201868704	NaN	NaN	NaN	28830	24835	3994.4	2631.4	0	0	0	26198	1363			cell part;cytoplasmic part;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane;membrane-bounded organelle;mitochondrion;organelle		PPR;PPR_2	0	0	1	620890	99859	65784	0	65784	0	0	0	654960	620890	34074
659	Q9LK58	Q9LK58	Pentatricopeptide repeat-containing protein At3g13150		0	NaN	9696.7	3.9866239595	227640	5.3572485769	9696.7	3.9866239595	NaN	NaN	NaN	237930	237340	589.77	0	0	9696.7	0	228230	589.77					PPR;PPR_2	0	0	1	5458900	13565	0	0	0	223020	223020	0	5249400	5235800	13565
660	Q9LKA4	Q9LKA4		AT3G15010	1827700	6.2619049118	3449600	6.5377687392	8417900	6.9252037623	3449600	6.5377687392	3.681	4.01985	4.01345	14964000	11902000	3062200	1862400	34700	4571800	1122300	8530100	112190	aging;alkene biosynthetic process;biosynthetic process;cell death;cellular alkene metabolic process;cellular biosynthetic process;cellular metabolic process;cellular process;death;defense response;developmental process;ethylene biosynthetic process;ethylene metabolic process;leaf senescence;metabolic process;organ senescence;response to stimulus;response to stress	binding;nucleic acid binding;nucleotide binding	cell part;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;non-membrane-bounded organelle;nuclear part;nucleolus;organelle;organelle part		RRM_1	5	10	8	178530000	45933000	27936000	520500	27416000	68578000	51744000	16834000	127950000	126270000	1682900
661	Q9LKA5	Q9LKA5	Uncharacterized protein At3g15000, mitochondrial		58036	4.763697472	41510	4.6181527334	272520	5.4353983803	58036	4.763697472	NaN	NaN	2.82603	404330	317830	86496	61839	3802.6	44497	2986.9	297990	25473	base conversion or substitution editing;cellular macromolecule metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;cytidine to uridine editing;macromolecule metabolic process;macromolecule modification;metabolic process;mitochondrial mRNA modification;mitochondrial RNA metabolic process;mRNA metabolic process;mRNA modification;nitrogen compound metabolic process;nucleic acid metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;RNA metabolic process;RNA modification	binding;cation binding;cobalt ion binding;ion binding;metal ion binding;transition metal ion binding	cell part;chloroplast;cytoplasmic part;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;mitochondrion;organelle;plastid			1	1	2	6038800	1643400	1174900	72250	1102700	845440	788690	56752	5661800	5177800	483990
662	Q9LKU3	Q9LKU3		T32B20.g	0	NaN	0	NaN	33275	4.5221180641	0	Err:502	NaN	NaN	0.916834	56777	33275	23502	0	0	0	0	56777	23502	cellular macromolecule metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;macromolecule metabolic process;metabolic process;nitrogen compound metabolic process;nucleic acid metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;RNA metabolic process;RNA processing		cell part;intracellular	Spliceosome		0	0	2	1763600	1245600	0	0	0	0	0	0	3009200	1763600	1245600
663	Q9LMU2	Q9LMU2		F2H15.9	0	NaN	0	NaN	65824	4.81838427	0	Err:502	NaN	NaN	NaN	119380	65824	53560	0	0	0	0	119380	53560	biological regulation;macromolecule metabolic process;metabolic process;negative regulation of catalytic activity;negative regulation of endopeptidase activity;negative regulation of hydrolase activity;negative regulation of molecular function;negative regulation of peptidase activity;primary metabolic process;protein metabolic process;proteolysis;regulation of biological process;regulation of catalytic activity;regulation of endopeptidase activity;regulation of hydrolase activity;regulation of metabolic process;regulation of molecular function;regulation of peptidase activity	catalytic activity;endopeptidase inhibitor activity;endopeptidase regulator activity;enzyme inhibitor activity;enzyme regulator activity;hydrolase activity;peptidase activity;peptidase inhibitor activity;peptidase regulator activity	apoplast;cell part;cell wall;external encapsulating structure;extracellular region		Kunitz_legume	0	0	1	789880	642720	0	0	0	0	0	0	1432600	789880	642720
664	Q9LMX6	Q9LMX6		F21F23.16	160750	5.2061509816	580700	5.763951826	8354500	6.9219204634	580700	5.763951826	NaN	3.91493	3.87624	9783700	8954100	829650	179580	18835	592130	11439	9012000	657460	establishment of localization;transport	binding;nucleic acid binding;nucleotide binding	cell part;intracellular		NTF2	1	4	14	179080000	16593000	3591700	376690	3215000	11843000	11614000	228770	180240000	167090000	13149000
665	Q9LN35	Q9LN35		F14P1.7	0	NaN	113200	5.0538464269	952440	5.9788376264	113200	5.0538464269	NaN	NaN	NaN	1090100	1065600	24496	0	0	115530	2327.6	974610	22168		catalytic activity;kinase activity;transferase activity;transferase activity, transferring phosphorus-containing groups			PfkB	0	1	1	19182000	440920	0	0	0	2079500	2037600	41897	17543000	17144000	399030
667	Q9LNV5	Q9LNV5	Zinc finger CCCH domain-containing protein 4		51932	4.7154350484	124250	5.0942963974	2192200	6.3408801734	124250	5.0942963974	1.56018	1.87091	2.55461	2933200	2337200	595980	72704	20771	348530	224280	2511900	319760	defense response;defense response to bacterium;multi-organism process;response to bacterium;response to biotic stimulus;response to other organism;response to stimulus;response to stress	binding;cation binding;DNA binding;ion binding;metal ion binding;nucleic acid binding;nucleotide binding;RNA binding;transition metal ion binding;zinc ion binding	cell part;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;nucleus;organelle	Spliceosome	RRM_1	2	3	12	51418000	13111000	1599500	456970	1142500	7667700	2733500	4934200	55263000	48228000	7034700
668	Q9LP53	Q9LP53		F28N24.7	35937	4.5555418196	1289700	6.1104886998	14793000	7.1700562573	1289700	6.1104886998	NaN	3.41712	4.26415	16527000	16089000	437840	42488	6551.2	1318800	29104	15166000	372790		binding;nucleic acid binding	cell part;cytoplasmic part;cytosol;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane;membrane-bounded organelle;nucleus;organelle;plasma membrane		Alba	1	6	13	144800000	3940500	382390	58961	323430	11869000	11607000	261940	136490000	133140000	3355100
669	Q9LPI3;Q67ZC3;Q9C8L9;2129727 and contains RNA recognition PF	Q9LPI3		T3F20.1	71595	4.8548826934	5244.1	3.7196709647	109120	5.0379043573	71595	4.8548826934	4.04797	NaN	2.39138	198190	117920	80265	75152	3557.1	6092.4	848.31	116940	7821.7		binding;nucleic acid binding;nucleotide binding			RRM_1	3	1	3	5306400	3611900	3381900	160070	3221800	274160	235980	38174	5262300	4910300	351980
670	Q9LQI9;B3H4Q3	Q9LQI9;B3H4Q3		F28G4.17;UBP1B	771250	5.887195177	922280	5.9648627909	12865000	7.1094097905	922280	5.9648627909	3.56657	5.20823	7.0664	20199000	14241000	5958000	1225000	453740	2037400	1115100	16937000	4071700		binding;nucleic acid binding;nucleotide binding			RRM_1	2	4	5	185130000	77455000	15925000	5898600	10026000	26486000	11990000	14496000	220180000	167240000	52932000
671	Q9LQM3	Q9LQM3	Zinc finger CCCH domain-containing protein 12		21100	4.3242824553	0	NaN	88013	4.9445468246	21100	4.3242824553	NaN	NaN	NaN	116960	88013	28945	21100	0	0	0	95858	7845.6		binding;cation binding;DNA binding;ion binding;metal ion binding;nucleic acid binding;nucleic acid binding transcription factor activity;sequence-specific DNA binding transcription factor activity;transition metal ion binding;zinc ion binding			zf-CCCH	0	0	1	1320200	434180	316500	0	316500	0	0	0	1437900	1320200	117680
672	Q9LRN8	Q9LRN8	50S ribosomal protein L3-2, chloroplastic	RPL3B	16411	4.2151350455	21042	4.3230870163	96951	4.986552293	21042	4.3230870163	NaN	NaN	3.49554	152680	119230	33452	17651	1239.5	33678	12636	101360	4404.4	biosynthetic process;cellular biosynthetic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation	binding;nucleic acid binding;RNA binding;rRNA binding;structural constituent of ribosome;structural molecule activity	cell part;chloroplast;cytoplasmic part;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular part;macromolecular complex;membrane-bounded organelle;mitochondrion;non-membrane-bounded organelle;organelle;plastid;ribonucleoprotein complex;ribosome		Ribosomal_L3	1	1	2	1907700	535230	282410	19832	262580	538840	336660	202180	1621700	1551200	70470
673	Q9LRP6	Q9LRP6	Pentatricopeptide repeat-containing protein At3g15590, mitochondrial		0	NaN	0	NaN	36555	4.5629467882	0	Err:502	NaN	NaN	-1.4111	204040	36555	167480	0	0	0	0	204040	167480			cell part;cytoplasmic part;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;mitochondrion;organelle		PPR	0	0	2	1060100	4857000	0	0	0	0	0	0	5917100	1060100	4857000
674	Q9LRX8	Q9LRX8	60S ribosomal protein L13a-2	RPL13AB	587650	5.7691187405	619160	5.7918028916	2009900	6.3031744502	619160	5.7918028916	2.75097	3.68607	2.94564	4214700	3229800	984930	1188400	600760	677360	58203	2349000	339080	biosynthetic process;cellular biosynthetic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation	structural constituent of ribosome;structural molecule activity	cell junction;cell part;cell-cell junction;cytosolic large ribosomal subunit;intracellular organelle part;intracellular part;large ribosomal subunit;macromolecular complex;membrane;organelle part;plasmodesma;ribonucleoprotein complex	Ribosome	Ribosomal_L13	3	5	6	35528000	10834000	13073000	6608400	6464100	7451000	6810800	640230	25839000	22109000	3729900
675	Q9LS25	Q9LS25	Pentatricopeptide repeat-containing protein At5g46580, chloroplastic		0	NaN	26532	4.4237699886	0	NaN	0	Err:502	NaN	NaN	NaN	26659	26532	126.54	0	0	26659	126.54	0	0			cell part;chloroplast;cytoplasmic part;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;organelle;plastid		PPR;PPR_2	0	1	0	1247000	5947.6	0	0	0	1253000	1247000	5947.6	0	0	0
676	Q9LS97	Q9LS97		At3g18790/MVE11_17	70278	4.8468193937	12176	4.0855046394	25981	4.4146558629	25981	4.4146558629	2.07823	NaN	NaN	125650	48739	76916	80860	10581	14926	2749.6	29870	3888.4			cell part;chloroplast;cytoplasmic part;cytosol;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;organelle;plastid	Spliceosome	Isy1	2	1	1	682340	1076800	1132000	148140	983890	208960	170460	38495	418180	363740	54438
677	Q9LSA3;Q9C8F7;Q8VZ19;Q0WSA0	Q9LSA3;Q9C8F7;Q8VZ19;Q0WSA0	60S ribosomal protein L30-3;Putative 60S ribosomal protein L30-1;60S ribosomal protein L30-2	RPL30C;RPL30A;RPL30B;At1g77940	63113	4.8001188243	862400	5.9357087478	4395200	6.6429786421	862400	5.9357087478	NaN	2.19839	4.10631	5693500	5264700	428830	70166	7052.2	941630	79226	4681700	286490	biosynthetic process;cellular biosynthetic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;multi-organism process;primary metabolic process;protein metabolic process;response to biotic stimulus;response to fungus;response to other organism;response to stimulus;translation	structural constituent of ribosome;structural molecule activity	cell junction;cell part;cell-cell junction;cytoplasmic part;cytosolic large ribosomal subunit;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;large ribosomal subunit;macromolecular complex;membrane;non-membrane-bounded organelle;organelle;organelle part;plasma membrane;plasmodesma;ribonucleoprotein complex;ribosome	Ribosome	Ribosomal_L7Ae	1	4	5	26323000	2144100	350830	35261	315570	4708100	4312000	396130	23408000	21976000	1432400
678	Q9LTT8-2;Q9LTT8	Q9LTT8-2;Q9LTT8	Enhancer of mRNA-decapping protein 4	VCS	53933	4.7318545784	56134	4.7492259903	279610	5.4465526995	56134	4.7492259903	2.02215	2.79746	2.24427	457520	364950	92577	83135	29202	69857	13723	304530	24921	anatomical structure morphogenesis;catabolic process;cellular catabolic process;cellular macromolecule catabolic process;cellular macromolecule metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;cellular response to auxin stimulus;cellular response to chemical stimulus;cellular response to endogenous stimulus;cellular response to hormone stimulus;cellular response to organic substance;cellular response to stimulus;deadenylation-independent decapping of nuclear-transcribed mRNA;developmental process;developmental process involved in reproduction;leaf morphogenesis;macromolecule catabolic process;macromolecule metabolic process;meristem initiation;metabolic process;mRNA catabolic process;mRNA metabolic process;mRNA processing;nitrogen compound metabolic process;nuclear-transcribed mRNA catabolic process;nuclear-transcribed mRNA catabolic process, deadenylation-independent decay;nucleic acid metabolic process;nucleobase-containing compound metabolic process;organ morphogenesis;primary metabolic process;primary shoot apical meristem specification;reproductive process;response to auxin stimulus;response to chemical stimulus;response to endogenous stimulus;response to hormone stimulus;response to organic substance;response to stimulus;RNA catabolic process;RNA metabolic process;RNA processing;root meristem specification		cell part;cytoplasmic mRNA processing body;cytoplasmic part;cytosol;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular part;macromolecular complex;membrane-bounded organelle;non-membrane-bounded organelle;nucleus;organelle;ribonucleoprotein complex;RNA granule	RNA degradation	WD40	5	7	10	25911000	6573000	5902600	2073300	3829200	4959800	3985500	974340	21622000	19852000	1769400
679	Q9LTX7_ARATH Gb;Q84VY6;Q0WSJ1	Q9LTX7_ARATH Gb;Q84VY6;Q0WSJ1		At5g49930	2037.5	3.3090976174	0	NaN	24773	4.3939786027	2037.5	3.3090976174	NaN	NaN	NaN	26811	24773	2037.5	2037.5	0	0	0	24773	0					FbpA	0	0	0	1189100	97798	97798	0	97798	0	0	0	1189100	1189100	0
680	Q9LU14	Q9LU14	GDSL esterase/lipase APG	APG	38010	4.5798978696	38272	4.582881158	476480	5.6780446761	38272	4.582881158	-1.65622	0.863441	-0.992623	1623600	586080	1037500	109340	71333	55040	16768	1459200	982720	catabolic process;lipid catabolic process;lipid metabolic process;metabolic process;primary metabolic process	catalytic activity;hydrolase activity;hydrolase activity, acting on ester bonds	apoplast;extracellular region		Lipase_GDSL	2	2	7	8791300	15562000	1640100	1070000	570150	825600	574080	251520	21888000	7147200	14741000
681	Q9LU44;Q94KA0	Q9LU44;Q94KA0		AT5G51300;At5g51300	0	NaN	0	NaN	361290	5.5578559411	0	Err:502	NaN	NaN	2.72271	392190	361290	30901	0	0	0	0	392190	30901	cellular macromolecule metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;macromolecule metabolic process;metabolic process;nitrogen compound metabolic process;nucleic acid metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;RNA metabolic process;RNA processing;RNA splicing	binding;cation binding;ion binding;metal ion binding;nucleic acid binding;nucleotide binding;RNA binding;transition metal ion binding;zinc ion binding			KH_1;RRM_1	0	0	4	7225900	618010	0	0	0	0	0	0	7843900	7225900	618010
682	Q9LUD4;B9DHX3	Q9LUD4	60S ribosomal protein L18a-3	RPL18AC	28464	4.4542959307	0	NaN	686570	5.8366848228	28464	4.4542959307	NaN	NaN	1.8806	1029700	687720	341980	29621	1157.4	0	0	1000100	313510	biosynthetic process;cellular biosynthetic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation	structural constituent of ribosome;structural molecule activity	cell junction;cell part;cell-cell junction;cytoplasmic part;cytosolic large ribosomal subunit;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;large ribosomal subunit;macromolecular complex;membrane;non-membrane-bounded organelle;organelle;organelle part;plasmodesma;ribonucleoprotein complex;ribosome	Ribosome	Ribosomal_L18ae	1	0	3	5501800	2735800	236970	9259.3	227710	0	0	0	8000600	5492500	2508100
683	Q9LUQ6	Q9LUQ6	60S ribosomal protein L19-2	RPL19B	0	NaN	562510	5.7501302475	1688100	6.2273981699	562510	5.7501302475	NaN	3.80517	2.01847	2451000	2250600	200430	0	0	596420	33913	1854600	166520	biosynthetic process;cellular biosynthetic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation	structural constituent of ribosome;structural molecule activity	cell part;cytosolic large ribosomal subunit;intracellular organelle part;intracellular part;large ribosomal subunit;macromolecular complex;membrane;organelle part;plasma membrane;ribonucleoprotein complex	Ribosome	Ribosomal_L19e	0	3	3	13504000	1202600	0	0	0	3578500	3375000	203480	11128000	10129000	999100
684	Q9LUT2;Q42169	Q9LUT2	S-adenosylmethionine synthase 4	METK4	701380	5.8459533777	82615	4.9170589072	762750	5.8823822163	701380	5.8459533777	2.55033	1.9284	2.69283	1892200	978700	913480	834710	133330	107450	24830	950030	187270	amine biosynthetic process;amine metabolic process;aromatic compound biosynthetic process;aspartate family amino acid metabolic process;biosynthetic process;carboxylic acid biosynthetic process;carboxylic acid metabolic process;cellular amine metabolic process;cellular amino acid biosynthetic process;cellular amino acid metabolic process;cellular aromatic compound metabolic process;cellular biosynthetic process;cellular ketone metabolic process;cellular metabolic process;cellular modified amino acid biosynthetic process;cellular modified amino acid metabolic process;cellular nitrogen compound biosynthetic process;cellular nitrogen compound metabolic process;cellular process;coenzyme biosynthetic process;coenzyme metabolic process;cofactor biosynthetic process;cofactor metabolic process;heterocycle biosynthetic process;heterocycle metabolic process;lignin biosynthetic process;lignin metabolic process;metabolic process;methionine metabolic process;nitrogen compound metabolic process;nucleobase-containing compound biosynthetic process;nucleobase-containing compound metabolic process;nucleobase-containing small molecule metabolic process;nucleoside biosynthetic process;nucleoside metabolic process;one-carbon metabolic process;organic acid biosynthetic process;organic acid metabolic process;oxoacid metabolic process;phenylpropanoid biosynthetic process;phenylpropanoid metabolic process;primary metabolic process;purine nucleoside biosynthetic process;purine nucleoside metabolic process;purine ribonucleoside biosynthetic process;purine ribonucleoside metabolic process;purine-containing compound biosynthetic process;purine-containing compound metabolic process;response to abiotic stimulus;response to cold;response to stimulus;response to stress;response to temperature stimulus;ribonucleoside biosynthetic process;ribonucleoside metabolic process;S-adenosylmethionine biosynthetic process;S-adenosylmethionine metabolic process;secondary metabolic process;small molecule biosynthetic process;small molecule metabolic process;sulfur amino acid metabolic process;sulfur compound biosynthetic process;sulfur compound metabolic process	adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;binding;catalytic activity;cation binding;ion binding;metal ion binding;methionine adenosyltransferase activity;nucleotide binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;ribonucleotide binding;transferase activity;transferase activity, transferring alkyl or aryl (other than methyl) groups	cell junction;cell part;cell wall;cell-cell junction;cytoplasm;external encapsulating structure;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;membrane;non-membrane-bounded organelle;nuclear part;nucleolus;organelle;organelle part;plasma membrane;plasmodesma	Cysteine and methionine metabolism	S-AdoMet_synt_C;S-AdoMet_synt_M;S-AdoMet_synt_N	4	2	7	19574000	18270000	16694000	2666600	14028000	2148900	1652300	496600	19001000	15255000	3745500
685	Q9LUV4	Q9LUV4			0	NaN	25258	4.4023989589	83570	4.9220504022	25258	4.4023989589	NaN	NaN	NaN	121770	108830	12947	0	0	25737	478.62	96038	12468					Frigida	0	1	1	2611900	310720	0	0	0	617680	606190	11487	2304900	2005700	299230
686	Q9LUW5	Q9LUW5	DEAD-box ATP-dependent RNA helicase 53	RH53	31888	4.5036272814	8891.3	3.948965264	20376	4.309118932	20376	4.309118932	1.6036	NaN	NaN	88412	32671	55741	35291	3403.1	11831	2939.3	41290	20913	cellular macromolecule metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;Group II intron splicing;macromolecule metabolic process;metabolic process;nitrogen compound metabolic process;nucleic acid metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;response to abiotic stimulus;response to cold;response to stimulus;response to stress;response to temperature stimulus;RNA metabolic process;RNA processing;RNA splicing;RNA splicing, via transesterification reactions;RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;ATPase activity;ATPase activity, coupled;ATP-dependent helicase activity;binding;catalytic activity;helicase activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;nucleic acid binding;nucleoside-triphosphatase activity;nucleotide binding;purine NTP-dependent helicase activity;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;pyrophosphatase activity;ribonucleotide binding;RNA binding	cell part;cell wall;cytoplasmic part;external encapsulating structure;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane-bounded organelle;mitochondrion;non-membrane-bounded organelle;nuclear part;nucleolus;organelle;organelle part;protein complex		DEAD;Helicase_C	2	1	1	1241500	2118200	1341100	129320	1211800	449560	337870	111690	1569000	774300	794710
689	Q9LW17;Q9SSS7;Q9XI22	Q9LW17;Q9SSS7		F6D8.2	82652	4.917253367	16061	4.2057725821	125370	5.0981936259	82652	4.917253367	NaN	NaN	NaN	232390	142670	89717	83893	1240.5	16061	0	132440	7064.8		catalytic activity;kinase activity;transferase activity;transferase activity, transferring phosphorus-containing groups	cell part;cytoplasmic part;cytosol;intracellular part	RNA transport	WD40	1	0	1	3281500	2063500	1929500	28532	1901000	369410	369410	0	3046000	2883600	162490
690	Q9LW52;F4JUP8	Q9LW52			554200	5.7436665214	294180	5.4686131436	381970	5.5820292547	381970	5.5820292547	3.11964	3.48163	NaN	1405700	746860	658860	624900	70698	323050	28868	457760	75788						3	2	1	23153000	20425000	19372000	2191600	17180000	10015000	9119700	894920	14191000	11841000	2349400
691	Q9LX90-3;Q9LX90	Q9LX90-3;Q9LX90		F12B17_300	0	NaN	0	NaN	578530	5.7623258845	0	Err:502	NaN	NaN	NaN	619560	578530	41028	0	0	0	0	619560	41028		binding;mRNA binding;nucleic acid binding;nucleotide binding;poly(A) RNA binding;poly-purine tract binding;RNA binding;single-stranded RNA binding	cell part;cytoplasmic part;intracellular organelle part;intracellular part;membrane;organelle membrane;organelle part;vacuolar membrane;vacuolar part	mRNA surveillance pathway	RRM_1	0	0	1	4628300	328220	0	0	0	0	0	0	4956500	4628300	328220
